Area,X,Y,Aligned X,Aligned Y,Group,Row,Order
279,2321.769,4070.668,17140.06733,1196.49680207433,6,12,17
279,2876.253,4619.575,23555.44721,1243.93906655143,6,12,22
281,1408.685,3135.867,6575.68545,1115.70155574762,6,11,9
281,1568.404,3362.454,8423.63428,1135.28556611927,6,11,11
284,1282.521,2806.338,5115.96797,1087.2202247191,6,12,6
287,1736.085,3600.653,10363.70345,1155.87320656871,6,11,13
287,2822.124,4523.577,22929.17468,1235.6419187554,6,12,21
289,1659.088,3521.095,9472.84816,1148.99697493518,6,11,12
290,1718.686,3360.207,10162.39702,1135.09135695765,6,12,11
291,1529.325,3365.297,7971.49025,1135.53128781331,6,11,11
292,2782.151,4507.103,22466.68707,1234.21806395851,6,12,21
293,2454.995,4454.295,18681.49215,1229.65384615385,6,11,20
293,2618.582,4569.131,20574.19374,1239.57917026793,6,11,21
299,1394.48,2878.674,6411.3336,1093.47225583405,6,12,7
299,2300.59,4078.339,16895.0263,1197.15980985307,6,12,17
299,2769.216,4518.721,22317.02912,1235.22221261884,6,12,20
300,998.307,2639.577,1827.61199,1072.8070008643,6,12,4
301,2248.553,3967.377,16292.95821,1187.56931719965,6,12,16
303,2916.2,4846.078,24017.634,1263.5158167675,6,11,24
303,1743.256,3378.378,10446.67192,1136.66188418323,6,12,11
311,1554.069,3102.928,8257.77833,1112.85462402766,6,12,9
312,2809.772,4775.093,22786.26204,1257.38055315471,6,11,23
314,1855.436,3465.283,11744.59452,1144.17312013829,6,12,12
317,1242.298,2809.415,4650.58786,1087.48617113224,6,12,6
321,2907.752,4867.463,23919.89064,1265.36413137424,6,11,24
321,2548.653,4341.615,19765.11521,1219.91486603284,6,12,19
323,2435.831,4199.413,18459.76467,1207.62428694901,6,12,18
324,2911.34,4642.336,23961.4038,1245.90630942092,6,12,22
325,1593.472,3095.291,8713.67104,1112.19455488332,6,12,9
325,2894.986,4685.722,23772.18802,1249.65617977528,6,12,22
326,2166.506,3816.061,15343.67442,1174.49101123595,6,12,15
328,2823.771,4556.442,22948.23047,1238.48245462403,6,12,21
330,2552.433,4316.239,19808.84981,1217.72160760588,6,12,19
332,2686.075,4448.768,21355.08775,1229.17614520311,6,12,20
333,584.815,2654.824,-2956.49045,1074.12480553155,6,11,3
334,2753.659,4686.201,22137.03463,1249.69757994814,6,11,22
335,1719.091,3621.231,10167.08287,1157.65177182368,6,11,13
336,1359.482,2893.324,6006.40674,1094.73846153846,6,12,7
338,1548.678,3333.059,8195.40446,1132.74494382022,6,11,11
340,2149.476,3860.765,15146.63732,1178.3547968885,6,12,15
345,1825.23,3467.068,11395.1111,1144.32739844425,6,12,12
346,1064.306,2839.298,2591.22042,1090.06897147796,6,11,6
348,2161.264,3844.865,15283.02448,1176.98055315471,6,12,15
350,672.291,2521.946,-1944.39313,1062.64010371651,6,12,2
351,2725.503,4434.343,21811.26971,1227.92938634399,6,12,20
357,2819.587,4761.094,22899.82159,1256.17061365601,6,11,23
363,2330.547,4308.145,17241.62879,1217.02203975799,6,11,19
363,2770.952,4535.395,22337.11464,1236.66335350043,6,12,21
377,1196.176,2949.264,4116.95632,1099.57337942956,6,11,7
394,1542.939,3362.467,8129.00423,1135.28668971478,6,11,11
396,2077.995,4074.258,14319.60215,1196.80708729473,6,11,17
399,2493.823,4462.117,19130.73211,1230.32990492653,6,11,20
400,408.02,2618.903,-5002.0086,1071.02013828868,6,11,2
402,1460.05,3261.065,7169.9785,1126.52247191011,6,11,10
404,1762.903,3610.295,10673.98771,1156.70656871219,6,11,13
407,2919.222,4680.684,24052.59854,1249.22074330164,6,12,22
410,2237.99,4225.683,16170.7443,1209.89481417459,6,11,18
414,2770.138,4679.964,22327.69666,1249.15851339672,6,11,22
417,1669.637,3478.191,9594.90009,1145.28876404494,6,11,12
421,1022.823,2856.685,2111.26211,1091.57173725151,6,11,6
423,2621.082,4554.639,20603.11874,1238.32662057044,6,11,21
427,1032.671,2627.945,2225.20347,1071.80164217805,6,12,4
430,2206.27,3994.335,15803.7439,1189.89930855661,6,12,16
434,1661.565,3221.09,9501.50705,1123.06741573034,6,12,10
437,2011.367,3950.743,13548.71619,1186.131633535,6,11,16
439,1826.361,3751.457,11408.19677,1168.90726015557,6,11,14
442,1858.604,3753.511,11781.24828,1169.08478824546,6,11,14
448,2131.062,3823.585,14933.58734,1175.14131374244,6,12,15
449,1151.063,2956.006,3594.99891,1100.15609334486,6,11,7
451,2204.981,3958.023,15788.83017,1186.76084701815,6,12,16
451,2304.631,4116.416,16941.78067,1200.45082108902,6,12,17
452,1110.381,2753.971,3124.30817,1082.6941227312,6,12,5
460,2724.259,4661.2,21796.87663,1247.53673292999,6,11,22
463,2121.742,4075.64,14825.75494,1196.92653414002,6,11,17
466,1959.391,3582.539,12947.35387,1154.30760587727,6,12,13
467,2048.945,3950.245,13983.49365,1186.0885911841,6,11,16
475,2804.675,4525.927,22727.28975,1235.84503025065,6,12,21
477,2827.653,4787.988,22993.14521,1258.49507346586,6,11,23
480,2724.265,4677.867,21796.94605,1248.97726879862,6,11,22
481,1815.874,3495.5,11286.86218,1146.78478824546,6,12,12
485,2237.079,3985.432,16160.20403,1189.12981849611,6,12,16
491,2121.524,3858.423,14823.23268,1178.15237683665,6,12,15
492,2246.409,4207.518,16268.15213,1208.32480553155,6,11,18
494,1475.5,3219.178,7348.735,1122.90216076059,6,11,10
497,1985.669,3761.395,13251.39033,1169.76620570441,6,12,14
499,2352.56,4090.52,17496.3192,1198.21261884183,6,12,17
506,477.109,2462.935,-4202.64887,1057.53975799481,6,12,1
506,1619.749,3237.389,9017.69593,1124.47614520311,6,12,10
507,2681.768,4429.407,21305.25576,1227.50276577355,6,12,20
511,1818.966,3781.388,11322.63662,1171.49420916162,6,11,14
516,275.126,2462.984,-6539.59218,1057.54399308557,6,11,1
518,1366.797,3149.884,6091.04129,1116.91305099395,6,11,9
521,2345.59,4114.732,17415.6763,1200.30527225583,6,12,17
527,2792.509,4557.024,22586.52913,1238.53275713051,6,12,21
529,1477.933,2961.821,7376.88481,1100.65868625756,6,12,8
534,1293.14,3066.65,5238.8298,1109.7191011236,6,11,8
537,895.986,2783.707,643.758020000001,1085.26421780467,6,11,5
542,1317.616,3034.061,5522.01712,1106.90242005186,6,11,8
553,1648.502,3256.113,9350.36814,1126.0944684529,6,12,10
555,1395.453,3169.28,6422.59121,1118.58945548833,6,11,9
556,2355.495,4350.428,17530.27715,1220.67657735523,6,11,19
556,2361.606,4326.165,17600.98142,1218.57951598963,6,11,19
559,2028.679,3719.244,13749.01603,1166.12307692308,6,12,14
564,2696.181,4465.245,21472.01417,1230.60025929127,6,12,20
580,1272.967,3037.486,5005.42819,1107.19844425238,6,11,8
580,1994.128,3719,13349.26096,1166.10198789974,6,12,14
584,999.176,2606.18,1837.66632,1069.92048401037,6,12,4
585,1142.303,2764.004,3493.64571,1083.56127917027,6,12,5
587,848.365,2582.159,92.7830500000018,1067.84433880726,6,12,3
588,2646.942,4586.543,20902.31894,1241.08409680207,6,11,21
592,1841.03,3514.591,11577.9171,1148.43483146067,6,12,12
597,2456.465,4233.242,18698.50005,1210.54814174589,6,12,18
602,2241.427,4179.435,16210.51039,1205.89757994814,6,11,18
605,887.902,2558.16,550.226140000001,1065.77009507347,6,12,3
617,1744.271,3333.32,10458.41547,1132.76750216076,6,12,11
626,616.912,2646.827,-2585.12816,1073.43362143474,6,11,3
627,1575.829,3131.586,8509.54153,1115.33154710458,6,12,9
636,1733.541,3657.343,10334.26937,1160.77294727744,6,11,13
637,1732.786,3584.673,10325.53402,1154.49204840104,6,11,13
638,2339.219,4057.279,17341.96383,1195.33958513397,6,12,17
640,1919.748,3584.353,12488.68436,1154.46439066551,6,12,13
644,2055.297,3984.469,14056.98629,1189.04658599827,6,11,16
652,434.301,2607.21,-4697.93743,1070.00950734659,6,11,2
654,693.157,2502.841,-1702.97351,1060.98885047537,6,12,2
655,1573.543,3067.633,8483.09251,1109.8040622299,6,12,9
660,2458.944,4207.891,18727.18208,1208.35704407952,6,12,18
667,1108.022,2721.8,3097.01454,1079.91356957649,6,12,5
671,506.102,2450.752,-3867.19986,1056.4867761452,6,12,1
671,2719.718,4466.059,21744.33726,1230.67061365601,6,12,20
672,1467.379,3022.353,7254.77503,1105.89049265341,6,12,8
673,2297.935,4330.515,16864.30795,1218.95548833189,6,11,19
680,607.153,2679.199,-2698.03979,1076.23154710458,6,11,3
687,793.101,2695.172,-546.621429999999,1077.61210025929,6,11,4
697,1048.612,2876.895,2409.64084,1093.31849611063,6,11,6
698,897.825,2752.073,665.035250000001,1082.53007778738,6,11,5
700,431.484,2635.501,-4730.53012,1072.45471045808,6,11,2
706,2646.914,4553.259,20901.99498,1238.207346586,6,11,21
717,2493.087,4489.26,19122.21659,1232.67588591184,6,11,20
739,2700.051,4416.037,21516.79007,1226.34719101124,6,12,20
749,241.057,2435.226,-6933.77051,1055.1448573898,6,11,1
759,405.235,2591.982,-5034.23105,1068.69334485739,6,11,2
764,1027.391,2656.97,2164.11387,1074.3102852204,6,12,4
765,847.155,2545.423,78.7833500000015,1064.66923076923,6,12,3
770,1632.757,3198.657,9168.19849,1121.12852203976,6,12,10
773,1169.578,2983.35,3809.21746,1102.51944684529,6,11,7
780,246.092,2460.051,-6875.51556,1057.29049265341,6,11,1
805,2192.86,4198.53,15648.5902,1207.54796888505,6,11,18
805,701.059,2532.844,-1611.54737,1063.58202247191,6,12,2
807,1927.972,3913.039,12583.83604,1182.87286084702,6,11,15
821,1294.853,3003.389,5258.64921,1104.25142610199,6,11,8
821,1892.13,3912.783,12169.1441,1182.8507346586,6,11,15
830,1032.148,2821.64,2219.15236,1088.54278305964,6,11,6
841,1167.136,2921.965,3780.96352,1097.21391529819,6,11,7
855,2333.991,4388.898,17281.47587,1224.00155574762,6,11,19
867,259.243,2489.423,-6723.35849,1059.82912705272,6,11,1
871,2580.277,4317.758,20131.00489,1217.85289541919,6,12,19
890,1380.3,3111.266,6247.271,1113.57528089888,6,11,9
891,763.946,2711.043,-883.944779999998,1078.9838375108,6,11,4
894,1640.498,3455.333,9257.76186,1143.31313742437,6,11,12
913,931.127,2756.97,1050.33939,1082.95332757131,6,11,5
916,508.176,2480.056,-3843.20368,1059.01953327571,6,12,1
935,883.124,2598.235,494.944680000001,1069.23379429559,6,12,3
943,2577.846,4349.354,20102.87822,1220.58375108038,6,12,19
983,929.939,2793.612,1036.59423,1086.12031114952,6,11,5
988,474.75,2435.461,-4229.9425,1055.16516853933,6,12,1
990,288.842,2445.456,-6380.89806,1056.0290406223,6,11,1
1029,2207.508,4239.741,15818.06756,1211.10985306828,6,11,18
1090,220.234,2476.687,-7174.69262,1058.72834917891,6,11,1
1118,759.563,2675.676,-934.656089999999,1075.92705272256,6,11,4
1125,1909.48,3866.611,12369.8836,1178.86006914434,6,11,15
1127,792.303,2732.668,-555.854289999999,1080.85289541919,6,11,4
1164,2426.655,4462.707,18353.59835,1230.3808988764,6,11,20
1172,656.956,2497.605,-2121.81908,1060.53630077787,6,12,2
1213,498.033,2506.804,-3960.55819,1061.33137424373,6,12,1
1302,2312.353,4369.796,17031.12421,1222.35056179775,6,11,19
1322,592.079,2623.109,-2872.44597,1071.38366464996,6,11,3
2036,660.063,2547.628,-2085.87109,1064.85980985307,6,12,2
2305,449.332,2492.315,-4524.02876,1060.07908383751,6,12,1
3811,1919.824,3615.879,12489.56368,1157.18919619706,6,12,13
112,1762.464,385.759,10668.90848,878.008556611927,13,26,4
116,2540.259,661.569,19667.99663,901.846931719965,13,27,3
121,2647.45,1016.326,20908.1965,932.508729472774,13,26,10
130,2773.477,1264.108,22366.32889,953.9246326707,13,25,13
132,1381.227,218.818,6257.99639,863.579775280899,13,26,2
133,1851.229,684.312,11695.91953,903.812618841832,13,25,7
141,2711.032,1237.216,21643.84024,951.600345721694,13,25,13
147,1706.629,580.997,10022.89753,894.883059636992,13,25,6
152,1306.138,444.211,5389.21666,883.06058772688,13,25,4
155,2621.681,980.261000000001,20610.04917,929.39161624892,13,26,10
158,1398.247,225.399,6454.91779,864.148573898012,13,26,2
159,2529.959,581.456,19548.82563,894.922731201383,13,28,1
159,1222.135,149.211,4417.30195,857.563612791703,13,26,1
159,2609.041,1143.129,20463.80437,943.468366464996,13,25,12
163,1721.905,607.334,10199.64085,897.159377700951,13,25,6
164,2669.165,994.061,21159.43905,930.584356093345,13,26,10
165,1875.827,704.07,11980.51839,905.520311149525,13,25,7
167,1578.159,294.368,8536.49963,870.10959377701,13,26,3
169,1515.494,494.642,7811.46558,887.419360414866,13,25,5
173,1144.205,381.171,3515.65185,877.612013828868,13,25,3
174,2666.443,967.621,21127.94551,928.299135695765,13,26,10
181,1856.986,705.898,11762.52802,905.678305963699,13,25,7
190,739.705,226.2,-1164.41315,864.217804667243,13,25,1
196,1788.546,400.138,10970.67722,879.251339671564,13,26,4
200,1396.265,209.15,6431.98605,862.744165946413,13,26,2
206,2512.117,869.092,19342.39369,919.783232497839,13,26,9
210,1768.652,409.548,10740.50364,880.064649956785,13,26,4
217,2575.892,705.025,20080.27044,905.602852203976,13,27,3
218,2521.156,881.642,19446.97492,920.867934312878,13,26,9
223,1702.706,615.339,9977.50842,897.851253241141,13,25,6
224,2603.585,564.567,20400.67845,893.463007778738,13,28,1
224,2720.223,1267.647,21750.18011,954.230509939499,13,25,13
225,2522.3,644.033,19460.211,900.33128781331,13,27,3
227,2561.297,626.804,19911.40629,898.842178046672,13,28,1
231,2609.582,579.777,20470.06374,894.777614520311,13,28,1
232,2537.772,551.526,19639.22204,892.335868625756,13,28,1
233,1728.71,591.822,10278.3747,895.818668971478,13,25,6
233,2559.122,570.238,19886.24154,893.953154710458,13,28,1
233,1784.509,419.479,10923.96913,880.922990492653,13,26,4
235,2564.198,692.674,19944.97086,904.535350043215,13,27,3
235,1950.109,517.811,12839.96113,889.421866897148,13,26,5
238,2023.319,777,13687.00083,911.823681936041,13,25,8
242,1161.397,371.831,3714.56329,876.804753673293,13,25,3
243,1840.2,698.895,11568.314,905.073033707865,13,25,7
249,2717.809,1210.155,21722.25013,949.261452031115,13,25,13
250,2536.676,738.648,19626.54132,908.508902333621,13,27,3
250,1796.564,422.644,11063.44548,881.19654278306,13,26,4
251,1314.114,425.878,5481.49898,881.476058772688,13,25,4
252,2659.794,1015.774,21051.01658,932.461019878997,13,26,10
254,2712.35,1251.307,21659.0895,952.81823681936,13,25,13
257,2043.391,775.36,13919.23387,911.681936041487,13,25,8
257,2763.449,1275.823,22250.30493,954.937165082109,13,25,13
258,2675.256,790.202,21229.91192,912.964736387208,13,27,4
259,2196.041,857.257,15685.39437,918.760328435609,13,25,9
260,2577.996,544.158,20104.61372,891.699049265341,13,28,1
263,2651.625,990.257,20956.50125,930.255574762316,13,26,10
263,2552.097,676.937,19804.96229,903.175194468453,13,27,3
269,2592.582,553.541,20273.37374,892.510025929127,13,28,1
269,1751.649,402.362,10543.77893,879.443560933449,13,26,4
278,1691.439,596.281,9847.14923,896.204062229905,13,25,6
278,2523.989,844.381,19479.75273,917.647450302506,13,26,9
281,1925.233,494.461,12552.14581,887.403716508211,13,26,5
283,2336.846,894.323,17314.50822,921.963958513397,13,25,10
285,2337.939,927.223,17327.15423,924.807519446845,13,25,10
285,1580.437,314.679,8562.85609,871.865082108902,13,26,3
294,2650.544,971.364,20943.99408,928.622644770959,13,26,10
294,2636.69,799.507,20783.7033,913.76897147796,13,27,4
294,2554.194,585.969,19829.22458,895.312791702679,13,28,1
301,2632.846,1012.264,20739.22822,932.15764909248,13,26,10
304,2735.069,1254.309,21921.94833,953.077700950735,13,25,13
308,2639.536,816.149,20816.63152,915.207346585998,13,27,4
312,2693.333,863.157,21439.06281,919.270267934313,13,27,4
313,2530.452,597.979,19554.52964,896.350821089023,13,28,1
314,2628.271,1120.369,20686.29547,941.501210025929,13,25,12
320,1236.128,163.547,4579.20096,858.802679343129,13,26,1
321,2007.65,760.768,13505.7105,910.420743301642,13,25,8
323,2445.683,578.243,18573.75231,894.645030250648,13,27,2
325,2518.885,701.654,19420.69945,905.311495246327,13,27,3
326,2090.81,582.276,14467.8717,894.99360414866,13,26,6
327,2558.026,732.338,19873.56082,907.963526361279,13,27,3
327,1147.791,400.83,3557.14187,879.311149524633,13,25,3
328,2522.89,664.116,19467.0373,902.067070008643,13,27,3
334,1143.135,361.24,3503.27195,875.889369057908,13,25,3
337,2428.129,604.835,18370.65253,896.943388072601,13,27,2
338,2609.033,598.275,20463.71181,896.376404494382,13,28,1
351,2742.637,1275.212,22009.51009,954.884356093345,13,25,13
354,2665.74,808.412,21119.8118,914.538634399309,13,27,4
354,2626.463,995.014,20665.37691,930.666724286949,13,26,10
355,2528.368,721.968,19530.41776,907.06724286949,13,27,3
356,951.846,319.865,1290.05822,872.31331028522,13,25,2
356,2712.559,1222.989,21661.50763,950.37070008643,13,25,13
360,2767.006,1244.056,22291.45942,952.191529818496,13,25,13
367,2329.614,911.873,17230.83398,923.480812445981,13,25,10
374,2334.906,871.888,17292.06242,920.024891961971,13,25,10
375,2581.716,628.295,20147.65412,898.971045808124,13,28,1
381,2712.017,871.93,21655.23669,920.028522039758,13,27,4
384,2584.503,581.161,20179.89971,894.897234226448,13,28,1
387,2265.963,655.851,16494.39191,901.35272255834,13,26,7
387,2529.619,566.146,19544.89183,893.599481417459,13,28,1
389,1323.86,471.569,5594.2602,885.425151253241,13,25,4
389,2175.703,827.287,15450.08371,916.170008643042,13,25,9
397,2521.707,683.792,19453.34999,903.767675021608,13,27,3
398,2729.224,1200.181,21854.32168,948.399394987036,13,25,13
399,2616.35,1130.821,20548.3695,942.404580812446,13,25,12
400,1497.175,492.352,7599.51475,887.22143474503,13,25,5
402,2315.209,492.351,17064.16813,887.221348314607,13,27,1
408,2624.13,963.473,20638.3841,927.940622299049,13,26,10
408,2282.789,664.537,16689.06873,902.10345721694,13,26,7
409,2545.366,611.556,19727.08462,897.524286949006,13,28,1
409,2662.383,828.422,21080.97131,916.268107173725,13,27,4
410,2559.549,549.739,19891.18193,892.181417458946,13,28,1
411,2414.765,592.099,18216.03105,895.84261019879,13,27,2
414,2511.556,854.193,19335.90292,918.495505617977,13,26,9
415,2601.086,617.994,20371.76502,898.080726015557,13,28,1
418,2478.608,558.909,18954.69456,892.973984442524,13,27,2
419,1609.708,282.321,8901.52156,869.068366464996,13,26,3
420,1929.171,516.071,12597.70847,889.271477960242,13,26,5
421,2679.728,1018.621,21281.65296,932.707087294728,13,26,10
422,2743.72,1240.555,22022.0404,951.888936905791,13,25,13
424,2721,816.382,21759.17,915.227484874676,13,27,4
431,1733.094,570.177,10329.09758,893.947882454624,13,25,6
431,2642.368,1112.013,20849.39776,940.778997407087,13,25,12
433,1734.177,613.207,10341.62789,897.66698357822,13,25,6
433,1871.054,722.997,11925.29478,907.156179775281,13,25,7
435,2107.049,591.854,14655.75693,895.82143474503,13,26,6
436,2681.291,843.177,21299.73687,917.543388072602,13,27,4
436,2695.945,788.179,21469.28365,912.789887640449,13,27,4
437,1533.276,517.969,8017.20332,889.435522904062,13,25,5
440,2444.164,612.902,18556.17748,897.640622299049,13,27,2
441,2654.226,766.207,20986.59482,910.890838375108,13,27,4
442,2673.269,759.163,21206.92233,910.28202247191,13,27,4
442,2360.473,462.796,17587.87261,884.666897147796,13,27,1
444,2466.937,534.604,18819.66109,890.873292999136,13,27,2
445,2538.399,885.042,19646.47643,921.161797752809,13,26,9
452,2456.575,1011.451,18699.77275,932.087381158168,13,25,11
454,1995.892,778.317,13369.67044,911.937510803803,13,25,8
456,1603.184,306.945,8826.03888,871.196629213483,13,26,3
457,2179.649,846.671,15495.73893,917.845375972342,13,25,9
464,1716.955,557.644,10142.36935,892.864649956785,13,25,6
464,2634.407,1173.987,20757.28899,946.135436473639,13,25,12
469,2462.564,571.76,18769.06548,894.084701815039,13,27,2
478,955.81,293.707,1335.9217,870.05246326707,13,25,2
482,2388.118,740.919,17907.72526,908.705185825411,13,26,8
490,1930.69,539.039,12615.2833,891.256611927398,13,26,5
492,1574.083,331.201,8489.34031,873.293085566119,13,26,3
493,2634.94,944.914,20763.4558,926.336560069144,13,26,10
501,2190.205,874.077,15617.87185,920.214088159032,13,25,9
