X,,Area (AU),,,,,
,0-50,50-150,150-300,300-800,800-1800,1800-3000,3000-8000
-373.291,,,2301.8025,,,,
547.209,,,2082.8215,,,,
958.158,,,1687.5015,,,,
122.812,,,1434.4565,,,,
852.402,,,1275.6805,,,,
312.892,,,968.6225,,,,
393.834,,,533.1265,,,,
-821.35,,,-779.6705,,,,
-834.917,,,-1448.9945,,,,
-1192.045,,,-1821.8485,,,,
-233.452,,,-1889.6575,,,,
-847.909,,,1756.5595,,,,
928.066,,,1721.1605,,,,
-770.238,,,1538.5025,,,,
794.211,,,1321.6105,,,,
-454.321,,,1116.1795,,,,
-891.795,,,1066.1675,,,,
799.179,,,972.964500000001,,,,
732.293,,,766.4455,,,,
730.154,,,589.9455,,,,
-834.453,,,270.7875,,,,
-109.745,,,-372.5865,,,,
-1001.346,,,-1460.6435,,,,
-603.833,,,-1577.7565,,,,
941.901,,,-1581.0675,,,,
-607.909,,,-2896.5035,,,,
954.803,,,1977.7545,,,,
-175.04,,,-735.6545,,,,
-1002.077,,,-844.5785,,,,
773.923,,,-1946.3965,,,,
13.4259999999999,,,-1949.9245,,,,
602.885,,,-1978.7735,,,,
523.803,,,-2540.4465,,,,
-784.021,,,-2972.6915,,,,
-197.081,,,1698.2535,,,,
867.644,,,1276.5975,,,,
763.55,,,492.3165,,,,
214.675,,,-549.9775,,,,
-226.362,,,-1907.3275,,,,
2.9340000000002,,,1367.3055,,,,
862.717,,,1289.0945,,,,
-1177.389,,,1198.1815,,,,
-958.65,,,-48.6574999999998,,,,
479.704,,,-485.3095,,,,
812.499,,,-1657.0115,,,,
-431.302,,,-1791.8065,,,,
-1292.426,,,-2673.3095,,,,
1067.93,,,2854.7955,,,,
928.597,,,1485.9435,,,,
759.591,,,931.2705,,,,
-610.545,,,887.696500000001,,,,
-545.57,,,364.7885,,,,
-532.508,,,-137.2175,,,,
-170.718,,,-771.4395,,,,
-1008.693,,,-858.6005,,,,
-1011.94,,,-873.365499999999,,,,
-223.915,,,-1879.8285,,,,
944.326,,,1596.5485,,,,
-412.19,,,1451.9105,,,,
925.516,,,1453.5175,,,,
207.78,,,1340.1065,,,,
781.479,,,985.8185,,,,
675.737,,,234.732500000001,,,,
-1070.889,,,-698.396499999999,,,,
497.43,,,-733.2305,,,,
-622.165,,,-867.6475,,,,
-284.251,,,-2514.5685,,,,
743.844,,,533.7015,,,,
560.618,,,-46.3844999999997,,,,
722.728,,,-221.2685,,,,
256.655,,,-293.8905,,,,
-378.308,,,-677.0425,,,,
191.685,,,-1648.1955,,,,
-1477.839,,,-1726.8355,,,,
663.009,,,-2127.8415,,,,
-97.3589999999999,,,2637.1555,,,,
-1124.959,,,2312.8645,,,,
-672.395,,,2306.9005,,,,
-536.001,,,1552.6455,,,,
902.029,,,1499.4275,,,,
541.077,,,1206.8395,,,,
-469.917,,,1089.8335,,,,
747.805,,,663.8155,,,,
-744.426,,,390.0275,,,,
395.192,,,275.3615,,,,
241.75,,,11.4885000000004,,,,
-769.123,,,-926.7295,,,,
-831.856,,,-1146.5905,,,,
-618.832,,,-1862.5475,,,,
-130.329,,,-2417.8325,,,,
-1081.554,,,1685.3505,,,,
-128.602,,,1247.7845,,,,
654.115,,,943.4165,,,,
718.934,,,388.0975,,,,
-834.391,,,-788.065499999999,,,,
-814.878,,,2129.1365,,,,
984.081,,,1630.1665,,,,
680.643,,,604.5915,,,,
794.907,,,219.5075,,,,
-531.686,,,-147.4205,,,,
292.53,,,-154.0315,,,,
-830.44,,,-158.3485,,,,
823.649,,,-965.2345,,,,
-427.997,,,-2827.5345,,,,
-1229.382,,,2158.9965,,,,
97.8020000000001,,,1448.0265,,,,
732.189,,,296.5735,,,,
782.213,,,-367.5695,,,,
712.79,,,-487.4145,,,,
794.624,,,-1616.6945,,,,
916.308,,,2034.1475,,,,
68.7939999999999,,,1925.0595,,,,
18.1660000000002,,,1360.4085,,,,
-173.467,,,353.6445,,,,
734.989,,,-273.8525,,,,
759.338,,,-622.6685,,,,
-54.7919999999999,,,-2174.8285,,,,
-490.662,,,-2627.2605,,,,
1066.573,,,2724.0215,,,,
979.879,,,2205.0265,,,,
-625.091,,,2039.9795,,,,
906.832,,,2004.6975,,,,
216.985,,,1760.8505,,,,
931.42,,,1678.3445,,,,
885.403,,,1378.1505,,,,
-1004.48,,,982.3325,,,,
226.15,,,589.6795,,,,
-351.144,,,388.1265,,,,
745.585,,,-116.7315,,,,
172.115,,,-1092.7025,,,,
-1484.609,,,-2063.1555,,,,
-755.896,,,2575.9485,,,,
501.759,,,1594.1765,,,,
831.391,,,1428.5685,,,,
-10.1059999999998,,,1353.8315,,,,
237.712,,,568.4455,,,,
758.73,,,544.8605,,,,
-453.539,,,491.3225,,,,
-82.0189999999998,,,216.9015,,,,
-935.182,,,-1017.2325,,,,
228.309,,,1314.6675,,,,
68.8910000000001,,,980.3825,,,,
288.931,,,687.7315,,,,
113.373,,,-401.7455,,,,
313.931,,,-717.338499999999,,,,
-1324.947,,,-1715.3325,,,,
-250.604,,,-2232.8905,,,,
-998.933,,,1812.9615,,,,
135.558,,,-424.2115,,,,
23.0610000000001,,,-554.7895,,,,
300.205,,,-716.766499999999,,,,
-999.02,,,-1191.3795,,,,
-931.014,,,-1647.2575,,,,
-861.951,,,-2740.7315,,,,
-192.311,,,2206.2755,,,,
1002.712,,,1756.9995,,,,
927.292,,,1589.1665,,,,
745.66,,,778.0455,,,,
660.287,,,-2154.2815,,,,
909.367,,,2018.7175,,,,
-279.456,,,1316.1345,,,,
-836.627,,,1191.2945,,,,
691.853,,,-336.0195,,,,
-207.25,,,-453.4765,,,,
988.821,,,2720.7795,,,,
-389.65,,,2302.0575,,,,
208.514,,,1317.0065,,,,
327.793,,,958.4495,,,,
720.389,,,912.790500000001,,,,
-590.792,,,636.7395,,,,
-67.6390000000001,,,458.245500000001,,,,
-209.128,,,-472.3685,,,,
-1059.264,,,-686.9825,,,,
876.645,,,-809.1975,,,,
-602.486,,,-1559.3855,,,,
-1174.446,,,-2397.8115,,,,
956.078,,,1563.9765,,,,
640.756,,,662.6875,,,,
754.4,,,-458.7815,,,,
-192.916,,,-467.2725,,,,
-1363.283,,,-2417.4365,,,,
959.501,,,1635.9285,,,,
454.636,,,1352.9345,,,,
-623.257,,,30.0465000000004,,,,
800.928,,,-784.6215,,,,
813.125,,,-1527.0825,,,,
-259.499,,,-1587.6775,,,,
-706.455,,,1100.2515,,,,
708.104,,,295.4295,,,,
-102.958,,,-61.1004999999996,,,,
730.266,,,-670.5645,,,,
838.685,,,-1233.7095,,,,
1077.55,,,2806.5195,,,,
110.477,,,2500.7085,,,,
-554.289,,,2462.9645,,,,
-960.678,,,973.8035,,,,
-267.217,,,520.9365,,,,
-67.6729999999998,,,197.1035,,,,
143.044,,,-399.0585,,,,
822.638,,,-1436.5855,,,,
1003.775,,,1813.1055,,,,
880.825,,,1753.0285,,,,
-155.363,,,1443.2995,,,,
706.399,,,1173.5755,,,,
715.825,,,-646.4575,,,,
-995.507,,,-876.6125,,,,
191.576,,,-1064.3195,,,,
817.272,,,-1413.9165,,,,
-149.17,,,-2416.0045,,,,
-224.7,,,2443.1745,,,,
752.822,,,451.8615,,,,
771.882,,,-355.4795,,,,
827.937,,,-1169.6715,,,,
-225.711,,,-2219.1665,,,,
-629.869,,,1202.1765,,,,
721.426,,,670.5425,,,,
312.437,,,-455.4515,,,,
-679.519,,,-466.4895,,,,
89.502,,,-1180.2985,,,,
498.901,,,-2487.9655,,,,
106.067,,,2807.1845,,,,
-519.026,,,2192.4015,,,,
808.464,,,1039.8205,,,,
729.496,,,779.0055,,,,
-66.2539999999999,,,498.0375,,,,
-1179.645,,,-1197.2345,,,,
868.079,,,1924.8515,,,,
857.798,,,1548.8835,,,,
919.209,,,1427.0565,,,,
-265.31,,,1121.5385,,,,
-334.191,,,996.0135,,,,
742.722,,,596.5755,,,,
313.22,,,160.5595,,,,
-1654.359,,,-2270.1325,,,,
1037.279,,,2641.3395,,,,
-177.839,,,2201.9465,,,,
972.747,,,2081.5755,,,,
868.516,,,1417.0225,,,,
153.134,,,455.312500000001,,,,
729.532,,,170.6515,,,,
741.822,,,160.0325,,,,
220.715,,,-6.14949999999953,,,,
691.129,,,-2089.2945,,,,
913.702,,,1689.3355,,,,
955.595,,,1671.3885,,,,
-287.538,,,1114.3675,,,,
731.317,,,-318.2905,,,,
-590.431,,,-1563.1885,,,,
1107.567,,,2803.9325,,,,
-679.097,,,2295.7675,,,,
950.748,,,1579.2575,,,,
-837.922,,,1217.7255,,,,
796.812,,,1052.3155,,,,
-73.8319999999999,,,229.5285,,,,
683.45,,,-125.0035,,,,
232.482,,,-298.6365,,,,
321.7,,,-417.3125,,,,
-323.087,,,-1432.9395,,,,
-383.911,,,-2357.7375,,,,
932.434,,,2007.3855,,,,
708.445,,,367.5975,,,,
-803.746,,,-543.0375,,,,
763.73,,,-558.8835,,,,
-454.051,,,-1512.8185,,,,
-747.182,,,-1578.5975,,,,
506.123,,,-2632.1495,,,,
-1266.451,,,-2895.7025,,,,
940.156,,,1969.3045,,,,
902.203,,,1589.7385,,,,
738.894,,,835.0375,,,,
721.674,,,110.2785,,,,
758.773,,,-676.816499999999,,,,
941.7,,,-994.8635,,,,
830.559,,,-1062.8005,,,,
-379.913,,,-1622.7115,,,,
1141.995,,,2827.4305,,,,
1020.141,,,2467.9985,,,,
915.693,,,1676.8735,,,,
893.12,,,1625.2905,,,,
892.594,,,1450.3005,,,,
-1116.307,,,1335.6805,,,,
-767.052,,,973.665500000001,,,,
711.792,,,643.4205,,,,
147.011,,,-410.8245,,,,
-1134.948,,,-543.9335,,,,
889.823,,,-800.1575,,,,
-678.578,,,-1070.7875,,,,
-139.396,,,-1142.5905,,,,
-968.387,,,2552.7015,,,,
-564.469,,,2476.0225,,,,
-806.848,,,2111.2865,,,,
899.132,,,1823.4055,,,,
789.862,,,1062.5405,,,,
740.645,,,410.9295,,,,
721.914,,,-406.5525,,,,
560.795,,,-1251.4235,,,,
-3.221,,,-1272.7445,,,,
-935.78,,,-1333.4285,,,,
-158.361,,,-2038.3765,,,,
1073.153,,,2608.4995,,,,
955.019,,,1959.1905,,,,
886.684,,,1506.5455,,,,
794.519,,,1269.9065,,,,
-624.496,,,1215.4845,,,,
113.112,,,1206.2575,,,,
695.973,,,303.3085,,,,
21.473,,,51.9995000000004,,,,
-348.697,,,-152.9075,,,,
786.586,,,-180.4335,,,,
805.653,,,-740.2735,,,,
882.344,,,-1921.7945,,,,
769.859,,,-2021.5985,,,,
-1503.192,,,-2084.7895,,,,
1039.795,,,2949.0595,,,,
969.647,,,1579.2025,,,,
755.6,,,1095.0845,,,,
749.426,,,806.310500000001,,,,
711.841,,,719.3155,,,,
-361.092,,,351.0025,,,,
244.067,,,-308.8695,,,,
866.241,,,-1685.3665,,,,
-714.148,,,-2060.9255,,,,
-1098.564,,,-2634.0025,,,,
965.686,,,1954.1385,,,,
909.4,,,1487.8935,,,,
903.584,,,1471.1075,,,,
-1307.299,,,1058.5155,,,,
779.421,,,902.225500000001,,,,
635.4,,,-513.9225,,,,
870.65,,,-793.0455,,,,
883.104,,,-969.4435,,,,
-534.63,,,-1971.3255,,,,
-217.61,,,-2721.7645,,,,
898.197,,,1644.1555,,,,
864.039,,,1514.8465,,,,
843.821,,,1444.2475,,,,
828.151,,,1259.8865,,,,
522.481,,,1201.6225,,,,
718.359,,,557.4955,,,,
155.984,,,164.4195,,,,
698.415,,,-380.9605,,,,
-414.398,,,1663.7285,,,,
882.819,,,1393.0015,,,,
102.738,,,971.5775,,,,
14.1469999999999,,,859.6025,,,,
-162.348,,,662.8855,,,,
715.551,,,481.7595,,,,
923.021,,,-836.963499999999,,,,
850.4,,,-977.9325,,,,
795.157,,,-1795.7455,,,,
929.505,,,2023.7635,,,,
934.646,,,1604.1205,,,,
348.857,,,1457.0195,,,,
870.821,,,1375.5825,,,,
-615.49,,,1197.9645,,,,
775.58,,,1008.2205,,,,
-421.068,,,903.4615,,,,
753.721,,,609.446500000001,,,,
735.646,,,311.5875,,,,
-737.51,,,-318.5235,,,,
869.058,,,-775.2815,,,,
930.811,,,-951.382499999999,,,,
-408.917,,,-1250.7395,,,,
992.219,,,2235.8925,,,,
729.659,,,1087.3675,,,,
690.514,,,195.6925,,,,
143.154,,,176.5375,,,,
-740.516,,,-297.3475,,,,
158.914,,,-1879.3875,,,,
-609.891,,,-2912.7525,,,,
917.473,,,1637.6575,,,,
515.827,,,1584.7915,,,,
654.638,,,518.582500000001,,,,
917.25,,,1750.3945,,,,
930.215,,,-972.4615,,,,
810.215,,,-1822.8675,,,,
1039.674,,,2688.6565,,,,
896.181,,,1405.7505,,,,
227.354,,,817.2825,,,,
-429.252,,,-5.42249999999967,,,,
702.068,,,-234.2845,,,,
732.26,,,-344.4515,,,,
817.699,,,-1051.3975,,,,
792.428,,,-1306.2305,,,,
-85.0160000000001,,,-2187.9445,,,,
-262.661,,,2451.6075,,,,
949.589,,,2295.5925,,,,
775.457,,,-1088.2555,,,,
162.192,,,-1327.7845,,,,
1057.988,,,2600.4365,,,,
1016.612,,,2576.6265,,,,
840.603,,,1780.7775,,,,
839.578,,,1194.1635,,,,
-182.193,,,-175.2565,,,,
-56.0219999999999,,,-607.1685,,,,
317.627,,,-699.7735,,,,
931.11,,,-1047.8225,,,,
-1221.022,,,-2223.7245,,,,
909.247,,,1455.6025,,,,
722.15,,,1170.7915,,,,
766.004,,,948.5685,,,,
763.184,,,659.0735,,,,
675.684,,,-104.0195,,,,
-62.1709999999998,,,-908.0625,,,,
917.407,,,-937.9555,,,,
814.718,,,-1113.0435,,,,
505.961,,,-2252.8105,,,,
1099.31,,,2918.9115,,,,
-1008.424,,,1829.6655,,,,
973.561,,,1691.3895,,,,
-530.381,,,1519.7815,,,,
935.03,,,1499.6845,,,,
463.044,,,1366.4625,,,,
240.832,,,298.6365,,,,
440.769,,,94.8055000000004,,,,
-1418.743,,,-2252.2965,,,,
-429.488,,,2613.0305,,,,
1011.618,,,2233.7855,,,,
906.089,,,1628.4245,,,,
808.431,,,1171.6315,,,,
780.786,,,297.3095,,,,
-177.968,,,-203.0415,,,,
-460.67,,,-1161.4845,,,,
263.224,,,-1459.2345,,,,
844.147,,,-1619.7535,,,,
-431.786,,,-1772.0465,,,,
-1057.689,,,2018.8555,,,,
771.933,,,1425.2145,,,,
33.0810000000001,,,276.1095,,,,
647.377,,,108.1665,,,,
927.877,,,2045.8975,,,,
418.73,,,804.9685,,,,
716.354,,,628.3455,,,,
16.2200000000003,,,623.4215,,,,
197.939,,,-851.1215,,,,
852.149,,,-921.2405,,,,
491.958,,,-2540.6695,,,,
-1321.385,,,-2686.9835,,,,
-237.504,,,-2712.3545,,,,
1054.5,,,2535.1095,,,,
-1239.253,,,2143.0145,,,,
911.543,,,1662.8015,,,,
848.263,,,1389.6735,,,,
824.51,,,1176.1665,,,,
707.273,,,661.734500000001,,,,
807.32,,,-1200.4975,,,,
-852.433,,,-1779.6065,,,,
1041.618,,,2626.0505,,,,
528.236,,,1806.9895,,,,
-379.165,,,1209.6875,,,,
747.236,,,647.3615,,,,
700.212,,,541.4415,,,,
127.759,,,-681.0065,,,,
106.757,,,2769.0245,,,,
124.067,,,2470.3395,,,,
806.18,,,2071.3395,,,,
808.198,,,1112.5505,,,,
-733.13,,,1095.1185,,,,
95.7290000000003,,,985.4375,,,,
-1079.323,,,892.714500000001,,,,
-233.233,,,-53.7964999999995,,,,
-457.553,,,-290.8015,,,,
-666.299,,,-1740.9795,,,,
1095.76,,,2832.8825,,,,
944.419,,,1750.0465,,,,
970.484,,,1721.9665,,,,
950.012,,,1544.7935,,,,
852.564,,,1408.2565,,,,
119.886,,,1184.6025,,,,
49.8250000000003,,,300.3075,,,,
-969.423,,,2519.4115,,,,
-1114.809,,,1022.1745,,,,
-274.847,,,224.7185,,,,
-454.823,,,2589.0005,,,,
915.918,,,1880.9215,,,,
844.816,,,1663.7685,,,,
-1134.772,,,1340.7505,,,,
15.1219999999998,,,-267.1475,,,,
800.214,,,-720.1945,,,,
-1007.679,,,-1208.4025,,,,
800.025,,,-1784.7825,,,,
-1298.994,,,-2024.8465,,,,
-723.665,,,-2086.3515,,,,
1025.482,,,2260.1555,,,,
804.671,,,1443.5425,,,,
826.487,,,1352.3715,,,,
-371.587,,,379.8235,,,,
11.7960000000003,,,-518.0155,,,,
286.763,,,-1448.2915,,,,
569.736,,,-2416.8775,,,,
857.032,,,1684.4045,,,,
726.422,,,1570.3815,,,,
759.344,,,835.9415,,,,
257.624,,,570.9965,,,,
642.651,,,372.6935,,,,
149.17,,,147.0375,,,,
124.417,,,-927.150499999999,,,,
812.656,,,-1004.8745,,,,
-1176.326,,,-1513.3935,,,,
515,,,-2240.2605,,,,
1132.335,,,2913.1595,,,,
1082.49,,,2848.6025,,,,
1099.518,,,2816.8805,,,,
-508.989,,,1311.6295,,,,
743.385,,,248.9765,,,,
424.399,,,-580.0825,,,,
817.412,,,-727.1605,,,,
1044.171,,,2448.8025,,,,
933.239,,,2440.3705,,,,
84.721,,,1929.9655,,,,
910.471,,,1911.9025,,,,
844.503,,,1628.9925,,,,
736.049,,,854.2385,,,,
-280.692,,,816.6065,,,,
714.403,,,412.8745,,,,
397.089,,,243.9115,,,,
783.489,,,32.2155000000002,,,,
751.126,,,-309.575499999999,,,,
863.394,,,-745.757499999999,,,,
414.194,,,-829.4615,,,,
887.203,,,-1063.7525,,,,
203.708,,,-1076.6705,,,,
795.094,,,-1189.8615,,,,
-955.597,,,-1334.8025,,,,
-330.492,,,-2102.1435,,,,
-731.077,,,1906.2085,,,,
887.312,,,1712.8595,,,,
515.181,,,968.4525,,,,
765.362,,,885.8965,,,,
684.747,,,-365.2395,,,,
751.67,,,-759.307499999999,,,,
1106.191,,,2867.1925,,,,
1031.497,,,2772.4395,,,,
-81.6149999999998,,,2607.9935,,,,
360.542,,,1470.5615,,,,
-702.431,,,1083.5165,,,,
730.326,,,903.7915,,,,
-649.435,,,874.6835,,,,
143.817,,,439.8815,,,,
315.966,,,119.0205,,,,
730.101,,,-491.1005,,,,
404.155,,,-1108.9835,,,,
776.349,,,-2073.1955,,,,
1024.927,,,2325.7235,,,,
-291.598,,,1535.4315,,,,
-275.741,,,1108.6465,,,,
318.909,,,440.3375,,,,
774.335,,,-489.1785,,,,
885.223,,,-1686.4295,,,,
176.151,,,-1703.2815,,,,
-303.45,,,-2506.5635,,,,
1085.567,,,2908.9235,,,,
-602.406,,,1209.1515,,,,
805.598,,,984.1555,,,,
326.032,,,403.8925,,,,
135.581,,,142.5665,,,,
745.21,,,-676.5725,,,,
408.706,,,-1126.2555,,,,
714.067,,,-1854.2555,,,,
92.3220000000001,,,-2082.3405,,,,
597.429,,,-2557.3355,,,,
104.988,,,1911.2905,,,,
228.473,,,1549.1795,,,,
685.322,,,816.8285,,,,
726.006,,,792.5265,,,,
-508.9,,,113.5755,,,,
896.726,,,-1085.4515,,,,
-1011.58,,,-1486.4555,,,,
696.735,,,-2014.2335,,,,
-614.669,,,-2185.7715,,,,
516.144,,,-2477.8695,,,,
-239.784,,,2470.7525,,,,
-338.647,,,1777.0005,,,,
876.539,,,1669.3235,,,,
832.101,,,1371.0175,,,,
-708.43,,,-95.4464999999996,,,,
876.41,,,-1076.2525,,,,
-15.7399999999998,,,-1282.4115,,,,
-557.085,,,-2430.6985,,,,
933.022,,,1541.7785,,,,
-511.396,,,-130.3985,,,,
702.476,,,-132.1955,,,,
791.604,,,-866.6355,,,,
777.265,,,-1128.1605,,,,
810.106,,,-1452.2045,,,,
-339.991,,,-1630.3365,,,,
725.379,,,-2056.1915,,,,
690.763,,,-2188.3145,,,,
-629.467,,,-2219.2835,,,,
555.141,,,-2495.0985,,,,
976.033,,,2312.5145,,,,
318.09,,,986.1325,,,,
3.36599999999999,,,640.7425,,,,
-803.029,,,627.4005,,,,
-354.463,,,-189.1305,,,,
-260.402,,,-297.3805,,,,
789.226,,,1102.5365,,,,
-92.3899999999999,,,194.4925,,,,
742.152,,,26.1385000000005,,,,
-276.726,,,-817.3985,,,,
-933.246,,,-1001.6125,,,,
309.392,,,-1007.6605,,,,
-622.04,,,-1848.9785,,,,
1074.47,,,2537.0015,,,,
-956.556,,,2529.6675,,,,
890.157,,,1923.5845,,,,
-718.947,,,1680.0405,,,,
326.122,,,1224.2455,,,,
-330.017,,,985.6675,,,,
635.335,,,705.1755,,,,
628.066,,,690.1935,,,,
775.035,,,9.64050000000043,,,,
-833.386,,,-185.2805,,,,
883.805,,,-823.1025,,,,
-1109.804,,,-1653.3065,,,,
-376.986,,,-1951.8325,,,,
127.69,,,2782.6495,,,,
986.617,,,2186.1735,,,,
854.803,,,1454.6665,,,,
664.812,,,686.7965,,,,
389.24,,,551.1085,,,,
-711.769,,,-75.8444999999997,,,,
46.3049999999998,,,-1740.3765,,,,
-1178.409,,,-2423.3595,,,,
603.426,,,-2542.1255,,,,
1061.723,,,2916.5115,,,,
-504.729,,,1322.4465,,,,
735.417,,,1041.3815,,,,
231.749,,,-19.7514999999999,,,,
531.616,,,-2570.3765,,,,
972.258,,,1818.8895,,,,
-879.094,,,1074.7735,,,,
728.258,,,419.687500000001,,,,
783.859,,,189.6445,,,,
736.816,,,-301.1275,,,,
-822.257,,,-1132.9085,,,,
244.979,,,-1473.9385,,,,
-277.446,,,-2530.0805,,,,
552.966,,,-2551.6645,,,,
-221.647,,,-2702.4235,,,,
-1160.335,,,1207.1825,,,,
424.994,,,1110.5845,,,,
815.323,,,-654.4665,,,,
121.455,,,-665.637499999999,,,,
825.75,,,-985.8085,,,,
546.861,,,-1258.8595,,,,
185.835,,,-1687.2355,,,,
1021.033,,,2973.3885,,,,
203.676,,,1779.5505,,,,
982.021,,,1712.0355,,,,
825.216,,,1278.9465,,,,
-321.213,,,772.7085,,,,
414.433,,,-622.3555,,,,
-485.66,,,-1152.5085,,,,
152.889,,,-1263.4495,,,,
-1032.388,,,-1462.5215,,,,
802.004,,,-1722.3385,,,,
746.174,,,-1722.5815,,,,
706.148,,,-2116.9175,,,,
558.042,,,-2429.2285,,,,
-56.047,,,-2604.0915,,,,
1168.382,,,2832.4155,,,,
690.069,,,555.3005,,,,
436.081,,,-595.0165,,,,
857.247,,,-1664.7455,,,,
1092.053,,,2935.5005,,,,
1025.779,,,2235.2725,,,,
762.061,,,-579.1455,,,,
793.833,,,-930.740499999999,,,,
294.559,,,-998.744499999999,,,,
-342.458,,,-1429.5625,,,,
-856.501,,,1783.8535,,,,
-1182.551,,,1227.0685,,,,
674.264,,,969.5345,,,,
679.651,,,569.147500000001,,,,
710.012,,,-750.856499999999,,,,
780.911,,,-1919.6045,,,,
17.163,,,-2344.9025,,,,
1113.382,,,2917.7145,,,,
1096.265,,,2688.2165,,,,
-1242.212,,,2182.7605,,,,
-1247.669,,,2158.5595,,,,
-284.894,,,1552.1455,,,,
-253.924,,,1323.9485,,,,
716.361,,,890.1205,,,,
145.193,,,-655.6785,,,,
108.39,,,-948.565499999999,,,,
867.741,,,-1013.7125,,,,
461.894,,,379.8435,,,,
355.14,,,36.7145000000005,,,,
249.106,,,-265.564499999999,,,,
96.8319999999999,,,-920.940499999999,,,,
982.344,,,-1114.0775,,,,
-806.968,,,-1155.9645,,,,
873.556,,,-1296.9645,,,,
981.006,,,-1322.5815,,,,
895.756,,,-1443.9065,,,,
830.969,,,-1462.5815,,,,
-836.044,,,-1786.3195,,,,
703.46,,,2207.8425,,,,
-357.366,,,2042.3025,,,,
81.7420000000002,,,1683.3605,,,,
868.464,,,1561.3815,,,,
864.539,,,1437.8465,,,,
365.273,,,24.2735000000002,,,,
716.493,,,5.48550000000023,,,,
-79.4400000000001,,,-30.6554999999998,,,,
-931.038,,,-1316.3315,,,,
911.278,,,-1743.3115,,,,
654.846,,,-1771.6885,,,,
1111.65,,,2786.7995,,,,
-177.408,,,2177.2835,,,,
218.67,,,1589.7135,,,,
839.204,,,1289.7425,,,,
-93.0279999999998,,,964.6595,,,,
714.274,,,745.2295,,,,
-86.094,,,498.857500000001,,,,
387.191,,,-308.6465,,,,
484.761,,,-521.8115,,,,
832.646,,,-848.3525,,,,
790.984,,,-2038.8285,,,,
742.761,,,-2091.0675,,,,
-844.759,,,-2750.0715,,,,
1037.011,,,2521.0875,,,,
942.114,,,1560.3585,,,,
1006.776,,,-1526.3815,,,,
761.389,,,-1677.0485,,,,
912.78,,,-1756.1925,,,,
-165.956,,,-2423.0075,,,,
908.549,,,1933.3145,,,,
875.315,,,1534.0155,,,,
-617.32,,,249.9955,,,,
835.455,,,-1443.9185,,,,
1035.789,,,2468.4305,,,,
43.915,,,2202.0795,,,,
-635.652,,,2072.6015,,,,
883.401,,,1728.3645,,,,
817.879,,,1248.1895,,,,
-160.587,,,69.3075000000003,,,,
754.389,,,-196.6475,,,,
760.948,,,-535.4475,,,,
215.466,,,-1643.6435,,,,
710.385,,,-1717.3695,,,,
308.21,,,1223.3085,,,,
778.901,,,932.4915,,,,
-761.611,,,774.7645,,,,
727.795,,,327.5975,,,,
666.913,,,199.5365,,,,
705.433,,,-98.4634999999998,,,,
-161.985,,,-206.4475,,,,
-249.067,,,-1545.2805,,,,
485.356,,,-2584.5445,,,,
405.158,,,520.1155,,,,
226.895,,,328.8085,,,,
-640.126,,,235.0675,,,,
-1136.3,,,-563.7955,,,,
-1081.907,,,-690.7025,,,,
187.352,,,-1099.2815,,,,
905.571,,,-1121.4145,,,,
-133.182,,,-1698.9935,,,,
716.992,,,-1734.0135,,,,
40.8540000000003,,,-1762.1675,,,,
1049.175,,,2960.7345,,,,
109.122,,,1655.1295,,,,
-790.398,,,987.7585,,,,
-837.398,,,885.8675,,,,
631.856,,,676.803500000001,,,,
-552.922,,,355.9605,,,,
731.521,,,46.5045000000005,,,,
744.179,,,-205.305499999999,,,,
684.626,,,-351.410499999999,,,,
-774.225,,,-544.0675,,,,
892.247,,,-880.3665,,,,
330.179,,,-980.3545,,,,
164.808,,,-1861.4995,,,,
-553.325,,,-1982.9185,,,,
677.909,,,-2019.3135,,,,
1034.493,,,2562.3525,,,,
868.107,,,1705.8425,,,,
242.782,,,1562.3765,,,,
860.958,,,1258.6855,,,,
598.175,,,1023.8225,,,,
-1442.038,,,954.0075,,,,
718.991,,,855.2965,,,,
-198.339,,,96.9465000000005,,,,
780.207,,,-694.4425,,,,
845.489,,,-1034.9565,,,,
951.432,,,-1178.0495,,,,
973.477,,,-1352.0895,,,,
187.886,,,-1668.8645,,,,
711.653,,,-1911.7475,,,,
1026.568,,,2960.2215,,,,
1104.936,,,2898.1895,,,,
974.668,,,2761.0935,,,,
1005.776,,,2614.1855,,,,
881.672,,,1652.8575,,,,
702.256,,,81.4215000000004,,,,
785.212,,,-1521.3625,,,,
-694.724,,,-1725.8265,,,,
-2.36799999999994,,,-1942.4305,,,,
722.144,,,-2015.2345,,,,
530.52,,,-2383.2545,,,,
-209.592,,,-2699.2585,,,,
1120.213,,,2897.5135,,,,
498.962,,,1574.3905,,,,
865.966,,,1397.2625,,,,
26.5509999999999,,,1073.5135,,,,
-188.126,,,69.8285000000005,,,,
635.655,,,56.4305000000004,,,,
-105.592,,,-25.5574999999999,,,,
314.87,,,-434.6655,,,,
-692.042,,,-2696.0245,,,,
970.781,,,1559.8875,,,,
420.09,,,797.9505,,,,
699.888,,,-79.5654999999997,,,,
520.122,,,-801.0735,,,,
764.316,,,-1117.2875,,,,
851.546,,,-1746.5735,,,,
-850.442,,,-1765.8585,,,,
653.638,,,-2106.1285,,,,
753.352,,,1066.7555,,,,
758.893,,,786.589500000001,,,,
324.802,,,-142.2995,,,,
565.672,,,-357.2325,,,,
626.625,,,-2516.7895,,,,
1220.21,,,2862.6525,,,,
