,,Y
1197,1366.636,1926.676
1198,1167.044,1911.189
1199,2580.277,1922.242
1200,2717.319,1913.737
1201,2743.029,1920.288
1202,1192.468,1913.976
1203,1376.287,1915.921
1204,2327.399,1912.003
1205,2547.233,1911.258
1206,2092.21,1910.823
1207,1390.666,1920.133
1208,2101.5,1909.5
1209,2084.179,1919.34
1210,828.767,1919.916
1211,1176.929,1915.857
1212,1413.167,1918.278
1213,2341.479,1923.401
1214,2552.433,1923.761
1215,2102.196,1921.437
1216,2378.5,1915.5
1217,1185.238,1922.779
1218,1169.529,1926.803
1219,2126.042,1933.495
1220,2088.791,1938.087
1221,2116.074,1926.147
1222,2330.547,1931.855
1223,2710.083,1929.686
1224,1401.345,1928.16
1225,2091.415,1931.347
1226,2794.5,1924.5
1227,1186.775,1937.116
1228,837.35,1940.44
1229,1407.694,1942.496
1230,1182.056,1933
1231,2107.097,1935.528
1232,2120.82,1954.509
1233,2656.5,1934.5
1234,1176.5,1935.5
1235,2743.663,1953.744
1236,2762.867,1951.807
1237,2728.306,1947.306
1238,2712.555,1944.522
1239,1361.5,1939.5
1240,946.609,1956.263
1241,908.909,1976.591
1242,2377.5,1961.5
1243,946.24,1969.149
1244,957.547,1970.035
1245,929.338,1986
1246,1532.009,1980.418
1247,2747.5,1969.5
1248,973.486,1984.392
1249,957.916,1986.232
1250,943.375,1982.229
1251,1274.367,1992.393
1252,1747.352,1986.092
1253,2431.54,1994.371
1254,942.5,1988.2
1255,2050.132,2009.569
1256,2207.508,2000.259
1257,1718.618,2003.73
1258,951.761,1995.63
1259,1535.127,1993.404
1260,1545.5,1989.5
1261,942.929,1993.214
1262,1740.846,1996.559
1263,1995.412,2009.991
1264,1551.835,2001.918
1265,2456.465,2006.758
1266,919.562,2010.085
1267,1515.815,2009.545
1268,1822.5,1995.5
1269,2431.15,2007.513
1270,1310.566,2011.443
1271,1563.6,2015.813
1272,1730.415,2009.451
1273,955.437,2009.176
1274,1290.46,2003.12
1275,1531.515,2003.091
1276,1754.071,2004.119
1277,1764.454,2016.877
1278,1276.687,2006.06
1279,1741.944,2005.722
1280,2237.99,2014.317
1281,1531.7,2010.515
1282,1546.593,2012.37
1283,2020.555,2011.583
1284,2648.874,2022.276
1285,1299.701,2017.846
1286,1748.111,2013.868
1287,1284.056,2012.833
1288,2761.756,2023.013
1289,1273.026,2022.979
1290,2216.748,2019.862
1291,2032.127,2017.716
1292,2748.543,2027.67
1293,1542.022,2019.272
1294,2000.212,2020.226
1295,2203.875,2022.375
1296,1288.303,2025.008
1297,2419.115,2024.815
1298,1739.853,2020.382
1299,2458.944,2032.109
1300,2735.815,2030.73
1301,2013.32,2024.107
1302,2246.409,2032.482
1303,1095.819,2030.951
1304,2192.86,2041.47
1305,2623.226,2029.721
1306,2023,2022.5
1307,1536.239,2028.264
1308,1738.51,2026.46
1309,1319.319,2041.78
1310,1742.89,2037.115
1311,1303.725,2034.581
1312,2435.831,2040.587
1313,1174.5,2028.5
1314,1995.375,2031.042
1315,2027.147,2033.696
1316,1127.062,2043.324
1317,2032.707,2044.584
1318,697.28,2041.264
1319,2003.611,2034.889
1320,2208.67,2034.898
1321,1996.81,2046.209
1322,2014.833,2040.726
1323,2423.504,2048.187
1324,2227.836,2042.617
1325,1108.052,2041.854
1326,728.812,2044.58
1327,2666.195,2057.687
1328,2619.778,2044.31
1329,1284.65,2047.527
1330,2735.141,2048.756
1331,2220.384,2051.446
1332,2759.508,2051.342
1333,1092.953,2046.84
1334,708,2044.5
1335,715.312,2045.875
1336,2639.889,2066.332
1337,1085.451,2061.588
1338,1114.361,2051.93
1339,2241.427,2060.565
1340,2052.5,2047.5
1341,708.953,2053.793
1342,698.857,2059.582
1343,718.429,2050.857
1344,2612.776,2061.229
1345,1099.5,2057.34
1346,720.556,2057.306
1347,686.76,2076.83
1348,719.077,2073.954
1349,2736.477,2061.992
1350,1110.948,2062.517
1351,1120.284,2072.528
1352,2762.442,2073.758
1353,2745.5,2062.5
1354,713.714,2064.429
1355,2741.573,2076.716
1356,1080.5,2072.5
1357,860.233,2086.301
1358,1693.957,2090.916
1359,2748.823,2090.602
1360,891.347,2095.923
1361,1438.623,2096.632
1362,1669.818,2092.455
1363,1649.039,2107.975
1364,1677.192,2096.538
1365,1235.778,2103.811
1366,1668.26,2099.38
1367,1687.857,2102.381
1368,1663.746,2106.956
1369,1442.185,2106.871
1370,1416.428,2116.163
1371,1676.69,2108.517
1372,857.764,2118.149
1373,1433.663,2111.01
1374,1466.193,2117.361
1375,1671.965,2122.084
1376,1705.461,2120.624
1377,1692.719,2110.344
1378,1024.016,2117.939
1379,891.493,2129.074
1380,1227.594,2117.304
1381,1943.244,2122.466
1382,1451.341,2113.409
1383,2555.302,2134.218
1384,1263.475,2127.661
1385,1429,2115.75
1386,1687.13,2118.804
1387,2304.631,2123.584
1388,1215.758,2130.339
1389,1241.857,2127.07
1390,2345.59,2125.268
1391,1668.233,2117.9
1392,1907.41,2124.391
1393,1456.5,2117.75
1394,1432.864,2122.045
1395,1449.371,2121.177
1396,1218.5,2121.5
1397,1448.133,2126.2
1398,2324.246,2131.965
1399,2530.414,2135.532
1400,2101.885,2132.66
1401,1019.971,2130.559
1402,1676.139,2132.43
1403,1926.799,2129.709
1404,1001.676,2135.765
1405,1937.5,2126.5
1406,1425,2128.7
1407,1438.719,2130.862
1408,2075.047,2137.715
1409,1921.482,2144.594
1410,1441.683,2136.07
1411,2695.372,2141.186
1412,1029.458,2133.792
1413,1669.12,2145.256
1414,1937.616,2138.023
1415,1045.478,2144.294
1416,2306.837,2141.5
1417,540.027,2147.178
1418,2352.56,2149.48
1419,2680.42,2148.563
1420,1015.877,2140.962
1421,2088.229,2143
1422,2108.894,2146.52
1423,1035.136,2143.424
1424,1239.104,2144.432
1425,1913.128,2153.438
1426,1948.071,2142.214
1427,2300.59,2161.661
1428,2319.048,2149.475
1429,2521.337,2149.645
1430,1021.996,2150.078
1431,1254.227,2157.743
1432,2080.427,2149.207
1433,1941.469,2150.938
1434,1945.87,2161.14
1435,1220.888,2158.018
1436,2121.742,2164.36
1437,2665.38,2159.237
1438,2077.995,2165.742
1439,2700.319,2172.799
1440,1020.904,2163.525
1441,2333.949,2159.648
1442,2651.5,2152.5
1443,564.118,2164.09
1444,2087.752,2160.529
1445,2755.763,2160.076
1446,2107.412,2161.044
1447,2529.315,2166.075
1448,2545.453,2178.884
1449,755.5,2157.5
1450,2321.769,2169.332
1451,2735.7,2171.33
1452,2339.219,2182.721
1453,2772.16,2169.529
1454,2746,2164.5
1455,537.578,2172.184
1456,2098.549,2168.893
1457,753.327,2179.76
1458,2753.559,2176.559
1459,2660.271,2174.681
1460,557.665,2188.767
1461,2785.057,2185.606
1462,2675.981,2194.981
1463,2724.684,2182.3
1464,2663.031,2187.072
1465,2765.747,2186.827
1466,780.11,2197.524
1467,2010.5,2184.5
1468,2743.439,2189.424
1469,2723.26,2194.26
1470,2751.562,2199.453
1471,743.341,2211.657
1472,2779.662,2200.176
1473,1589.559,2206.625
1474,2726.545,2205.307
1475,912.683,2212.372
1476,2768.482,2209.395
1477,2696.5,2199.5
1478,2713.722,2201.722
1479,2742.5,2200.5
1480,2736.482,2214.306
1481,754.5,2203.5
1482,1585.088,2214.636
1483,1360.115,2215.61
1484,2751.925,2217.146
1485,1133.512,2221.935
1486,771.858,2226.404
1487,1597.511,2221.205
1488,1395.611,2230.401
1489,1565.118,2233.177
1490,1375,2221.605
1491,1803.139,2230.668
1492,1168.758,2232.23
1493,1493.5,2219.5
1494,926.833,2225.383
1495,1621.201,2238.028
1496,1365.878,2225.095
1497,1387.37,2228.333
1498,958.048,2237.946
1499,1356.721,2243.414
1500,1152.613,2228.198
1501,1141.589,2231.357
1502,1576.5,2230.929
1503,1371.5,2229.5
1504,1379.934,2231.575
1505,1604.085,2232.17
1506,1588.956,2235.867
1507,1133.136,2232.591
1508,1774.508,2247.6
1509,1367.115,2233.885
1510,932.397,2236.638
1511,1152.397,2236.974
1512,2206.27,2245.665
1513,941.662,2237.041
1514,1375.761,2240.804
1515,921.456,2251.466
1516,1791.41,2243.718
1517,1132.244,2240.064
1518,1386.905,2240.766
1519,1579.064,2241.346
1520,1364.9,2239.3
1521,1603.142,2242.6
1522,949.1,2240.3
1523,1124.542,2259.77
1524,1142.5,2241.333
1525,1160.817,2244.183
1526,939.643,2243.643
1527,1128.038,2246.154
1528,1369.5,2245
1529,2237.079,2254.568
1530,947.686,2249.012
1531,1152.837,2249.018
1532,1804.017,2248.897
1533,2055.297,2255.531
1534,1138.685,2248.5
1535,1592.2,2249.455
1536,937.312,2252.254
1537,1817.024,2260.849
1538,1161.68,2259.925
1539,1384.042,2256.888
1540,1366.891,2253.457
1541,2020.303,2258.495
1542,1589.635,2261.771
1543,845.5,2252.5
1544,1144.066,2256.028
1545,1788.67,2260.106
1546,2219.764,2261.389
1547,1781.571,2257.607
1548,944.5,2257.5
1549,944.717,2271.522
1550,1803.579,2261.987
1551,2032.435,2263.097
1552,2209.913,2267.424
1553,2652.436,2309.165
1554,2204.981,2281.977
1555,2248.553,2272.623
1556,2630.9,2285.179
1557,1354.5,2263.5
1558,1791.458,2266.333
1559,2424.864,2276.498
1560,2044.703,2270.649
1561,1787.74,2275.774
1562,1797.6,2268.7
1563,2385.678,2278.75
1564,2023.186,2272.176
1565,2011.367,2289.257
1566,2048.945,2289.755
1567,2221.943,2277.893
1568,2712.595,2278.784
1569,2445.689,2292.483
1570,2610.926,2287.581
1571,2028.784,2281.911
1572,2039.898,2286.602
1573,2699.13,2288.077
1574,2401.972,2290.958
1575,2232.5,2282.5
1576,2239.675,2287.833
1577,2252.958,2288.708
1578,2227.754,2288.992
1579,2463.5,2287.5
1580,2604.356,2301.982
1581,2718.95,2303.056
1582,2463.338,2320.917
1583,2386.107,2308.972
1584,2233.51,2300.815
1585,2691.478,2301.269
1586,639.436,2317.65
1587,2406.262,2307.288
1588,1700.123,2312.373
1589,2424.886,2313.129
1590,671.258,2315.456
1591,2603.789,2318.011
1592,1260.5,2307.5
1593,2426.246,2320.147
1594,1927.972,2326.961
1595,2694.685,2314.567
1596,1076.245,2319.805
1597,1892.13,2327.217
1598,1264.655,2319.36
1599,1491.5,2312.5
1600,1489.772,2326.243
1601,2702.577,2329.703
1602,1722.5,2317.5
1603,2620.468,2335.392
1604,1736,2340.257
1605,2715.525,2333.905
1606,1913.147,2328.259
1607,1719.309,2335.832
1608,684.343,2345.723
1609,1116.37,2363.968
1610,2426.065,2337.011
1611,1102.798,2344.516
1612,1244.545,2343.333
1613,1266.346,2332.927
1614,650.903,2338.975
1615,1290.101,2348.944
1616,1684.943,2345.389
1617,1697.331,2333.546
1618,1072.861,2338.672
1619,1921.688,2334.688
1620,1055.433,2348.25
1621,1715.921,2336.711
1622,1084.805,2343.033
1623,1707.5,2337.5
1624,1899.382,2340.48
1625,1469.147,2357.386
1626,1514.102,2361.241
1627,1274.734,2341.989
1628,1481.967,2342.367
1629,1491.289,2348.3
1630,1692.95,2341.65
1631,1255.944,2344.478
1632,1498.926,2344.852
1633,1264.5,2341.5
1634,1933.939,2355.087
1635,1282.167,2344.333
1636,1704.5,2356.806
1637,1715.688,2346.713
1638,1266.64,2348.826
1639,1069.758,2351.017
1640,852.101,2358.622
1641,1705.9,2348.7
1642,1092.5,2350.214
1643,1274.186,2356.281
1644,1909.48,2373.389
1645,2705.5,2349
1646,1482.86,2355.893
1647,1911.5,2353.406
1648,1258.042,2356.052
1649,1086.5,2357.665
1650,1922.357,2357.136
1651,1695.611,2355.833
1652,1495.827,2361.378
1653,1077.662,2363.238
1654,1701.765,2377.307
1655,2282.906,2371.595
1656,1500.795,2367.114
1657,1485.789,2368.145
1658,896.37,2374.632
1659,1078.158,2376.976
1660,1264.5,2363.5
1661,1278.5,2364.5
1662,1266.576,2374.367
1663,2121.524,2381.577
1664,2149.476,2379.235
1665,852.503,2380.238
1666,1492.748,2377.676
1667,2313.88,2384.957
1668,2322.5,2376.5
1669,2291.906,2388.613
1670,1493.749,2392.534
1671,893.018,2399.112
1672,2161.264,2395.135
1673,2276.565,2391.806
1674,2135.324,2391.338
1675,2471.612,2397.043
1676,2271.024,2418.906
1677,2449.511,2410.529
1678,2665.404,2404.559
1679,2507.338,2414.404
1680,2652.95,2407.752
1681,2323.381,2408.651
1682,2131.062,2416.415
1683,2257.5,2397.5
1684,2134.762,2402.143
1685,2290.488,2407.727
1686,2482.955,2410.945
1687,2641.491,2412.922
1688,2166.506,2423.939
1689,2143.933,2410.233
1690,2165.446,2410.662
1691,2152.053,2417.841
1692,2311.633,2426.325
1693,2472.893,2429.224
1694,2670.968,2431.301
1695,2295.087,2430.366
1696,2321.5,2422.5
1697,2634.222,2427.904
1698,1413.58,2434.154
1699,2367.5,2423.5
1700,2659.413,2444.103
1701,1006.515,2444.552
1702,2507.472,2449.885
1703,2464.41,2456.325
1704,2638.012,2441.294
1705,1650.414,2443.05
1706,2480.604,2448.796
1707,563.481,2446.688
1708,1412.318,2444.636
1709,1394.714,2463.163
1710,1423.897,2449.801
1711,1818.966,2458.612
1712,2646.912,2455.41
1713,602.353,2456.282
1714,1644.65,2451.235
1715,1843.808,2455.212
1716,1442.5,2449.5
1717,1627.176,2478.81
1718,1413.875,2450.875
1719,1655.25,2452.5
1720,1013.269,2453.731
1721,1435.787,2468.879
1722,1408.309,2455.734
1723,1211.152,2461.733
1724,1672.822,2472.411
1725,1028.718,2467.596
1726,578.009,2469.559
1727,1416.115,2459.923
1728,1654.618,2461.053
1729,1426.458,2461.389
1730,973.994,2468.364
1731,1640.5,2459.75
1732,988.323,2474.665
1733,1830.778,2466.267
1734,1237.043,2478.064
1735,1985.669,2478.605
1736,1850.81,2466.753
1737,1639.757,2468.041
1738,1414.5,2468.012
1739,1858.604,2486.489
1740,1999.5,2465
1741,1648.5,2467
1742,1189.621,2483.979
1743,606.669,2483.484
1744,2009.522,2477.355
1745,1651.441,2476.045
1746,1214.318,2476.206
1747,1826.361,2488.543
1748,1848.851,2476.305
1749,1415.364,2481.358
1750,1831.214,2479.75
1751,1641.952,2480.595
1752,563.5,2477.5
1753,1228.214,2483.548
1754,1017.262,2496.307
1755,1203.127,2490.697
1756,1841.8,2484.1
1757,1218.113,2488.113
1758,887.5,2484.5
1759,1018,2484.5
1760,1417.459,2492.08
1761,1651.654,2492.546
1762,2232.616,2500.303
1763,2000.399,2489.938
1764,2022.376,2494.676
1765,2188.5,2490.5
1766,1229,2493.5
1767,1219.573,2500.685
1768,1995.106,2500.67
1769,1230.611,2498.833
1770,2028.679,2520.756
1771,739.191,2512.884
1772,2256.704,2511.053
1773,1651.963,2511.692
1774,1994.128,2521
1775,2005.593,2508.793
1776,1218.975,2512.353
1777,1857.5,2505.5
1778,770.575,2517.423
1779,2022.105,2510.895
1780,1996.5,2508.5
1781,2013.9,2518.125
1782,2232.306,2528.418
1783,2273.5,2514.5
1784,2243.455,2527.825
1785,2267.983,2529.035
1786,2550.5,2520.5
1787,2279.985,2549.985
1788,783.858,2541.291
1789,1979.5,2523.5
1790,750.633,2537.036
1791,403.162,2547.371
1792,2613.206,2552.705
1793,2414.709,2553.254
1794,2263.78,2547.101
1795,2243.868,2549.652
1796,436.73,2553.37
1797,2385.009,2559.796
1798,2588.939,2561.608
1799,1579.5,2545.5
1800,2696.225,2562.797
1801,1342.844,2573.708
1802,2395.396,2566.989
1803,2263.423,2560.742
1804,421.543,2570.532
1805,446.5,2578.489
1806,2706.368,2576.656
1807,2683.269,2571.983
1808,2428.12,2578.842
1809,2259.5,2564.5
1810,934.724,2579.554
1811,1555.033,2581.901
1812,1733.541,2582.657
1813,2688.5,2569.5
1814,2716.5,2572.5
1815,2582.735,2582.043
1816,1138.626,2584.594
1817,2610.047,2605.604
1818,2385.568,2593.455
1819,2671.932,2587.407
1820,615.011,2588.799
1821,1532.14,2598.152
1822,2399.99,2584.971
1823,1109.269,2596.855
1824,964.702,2602.03
1825,2689.765,2596.662
1826,2411.314,2597.982
1827,1125.337,2589.593
1828,1548.808,2593.269
1829,1919.824,2624.121
1830,2589.649,2602.825
1831,1134.348,2597.959
1832,1326.884,2607.295
1833,1337.312,2591.219
1834,1738.939,2597.161
1835,1366.072,2613.529
1836,921.3,2608.904
1837,1345.833,2591.833
1838,2660.794,2599.515
1839,645.396,2605.041
1840,945.432,2595.455
1841,934.64,2597.518
1842,1716.5,2594.5
1843,1350.85,2598.025
1844,1560.9,2598.18
1845,1342.3,2597.1
1846,2698.812,2610.55
1847,1855.5,2597.5
1848,1336.647,2602.662
1849,1571.384,2621.03
1850,1555.417,2603
1851,940.5,2603.5
1852,1347.056,2604.333
1853,1545.317,2604.711
1854,1748.825,2606.825
1855,615.096,2612.526
1856,1719.091,2618.769
1857,2409.725,2610.992
1858,946.856,2607.944
1859,1124.609,2609.098
1860,1357.471,2606.949
1861,933.5,2605
1862,1563.447,2610.596
1863,1762.903,2629.705
1864,1138.022,2611.933
1865,1150.931,2621.429
1866,2667.035,2610.043
1867,936.95,2609.15
1868,1346.625,2613.031
1869,1730.7,2609.5
1870,1739.167,2608.833
1871,1553.833,2609.833
1872,2410.5,2609.5
1873,1920.062,2619.24
1874,1735.848,2613.37
1875,941.7,2612.9
1876,1939.902,2620.06
1877,1130.364,2617.682
1878,1547.848,2616.601
1879,1745.013,2620.288
1880,2594.5,2613.5
1881,2668.038,2619.417
1882,937.688,2617.25
1883,2687.5,2615.5
1884,955.601,2630.608
1885,653.5,2617.5
1886,1123.389,2618.611
1887,1729.5,2618.5
1888,637.66,2634.817
1889,1552.617,2626.775
1890,2677.284,2632.014
1891,745.5,2619.5
1892,1344.48,2636.117
1893,1734.595,2621.69
1894,1137.205,2624.221
1895,1541.092,2633.55
1896,1751.605,2626.114
1897,1121.403,2627.253
1898,1729.5,2624.5
1899,2690.497,2645.569
1900,1736.085,2639.347
1901,1948.074,2637.378
1902,1959.391,2657.461
1903,1751.812,2636.5
1904,2119.766,2656.796
1905,1919.748,2655.647
1906,1732.786,2655.327
1907,1932.184,2647.019
1908,816.804,2658.269
1909,1949.525,2652.557
1910,2147.362,2650.914
1911,1938.517,2659.852
1912,2134.304,2661.362
1913,2159.29,2662.785
1914,2547.5,2658.5
1915,2475.58,2678.196
1916,2312.257,2674.422
1917,836.5,2668.5
1918,2127.807,2672.761
1919,2149.973,2678.216
1920,2325.065,2677.76
1921,2162.855,2689.14
1922,2343.327,2680.755
1923,841.868,2680.037
1924,538.608,2688.567
1925,810.153,2682.82
1926,1021.5,2672.5
1927,1057.513,2683.769
1928,1250.725,2688.406
1929,2122.983,2694.562
1930,2130.9,2684.367
1931,2511.296,2697.502
1932,2480.304,2696.015
1933,2144.817,2694.225
1934,2313.044,2714.493
1935,515.57,2696.175
1936,2351.362,2703.467
1937,837.279,2705.163
1938,2317.733,2694.674
1939,1057.3,2695.525
1940,1036.469,2704.134
1941,1992.5,2693.5
1942,2452.366,2710.195
1943,1077.632,2706.593
1944,1282.151,2711.677
1945,1457.298,2712.33
1946,1234.656,2719.085
1947,538.229,2710.318
1948,1244.737,2704.483
1949,1261.108,2703.956
1950,2315.5,2700.5
1951,1061.211,2704.211
1952,2332.188,2714.205
1953,1051.978,2704.891
1954,2317.385,2707.792
1955,508.134,2718.672
1956,1045.333,2708
1957,1841.03,2725.409
1958,2665.5,2707.5
1959,1050.637,2713.01
1960,1062.111,2714.911
1961,1245.568,2712.28
1962,1268.141,2715.565
1963,1659.088,2718.905
1964,2475.712,2717.101
1965,2514.173,2727.697
1966,1258.357,2716.986
1967,1441.619,2728.738
1968,1248.043,2719.843
1969,1067.611,2721.056
1970,534.973,2736.464
1971,1634.569,2738.274
1972,2487.34,2733.855
1973,1061.049,2731.514
1974,1255,2722.5
1975,1261.73,2728.07
1976,1655.012,2729.971
1977,1465.074,2732.011
1978,1478.047,2747.489
1979,2468.05,2738.254
1980,1446.7,2734.357
1981,1249.643,2733.286
1982,1815.874,2744.5
1983,1667.5,2732.5
1984,1842.25,2736.281
1985,1263.277,2744.516
1986,1455.444,2737.722
1987,1646.989,2741.533
1988,1663.718,2742.38
1989,2648.807,2745.404
1990,1669.637,2761.809
1991,2632.279,2747.968
1992,730.913,2748.683
1993,1464.486,2743.071
1994,1448.778,2747.209
1995,1830.269,2749.455
1996,1844.536,2747.858
1997,1460.586,2753.309
1998,1650.441,2751.755
1999,1640.459,2753.52
2000,1660.346,2757.223
2001,1453.234,2762.137
2002,2622.119,2762.254
2003,951.701,2763.016
2004,758.425,2769.075
2005,1855.436,2774.717
2006,1640.498,2784.667
2007,1832.689,2764.453
2008,1846.854,2764.358
2009,2655.169,2775.358
2010,720.412,2770.092
2011,1825.23,2772.932
2012,2221.687,2770.869
2013,2252.668,2777.921
2014,1645.064,2767.095
2015,988.887,2790.059
2016,2622.977,2780.833
2017,343.647,2783.918
2018,741.241,2794.39
2019,2233.051,2789.289
2020,2637.247,2796.668
2021,2021.655,2794.513
2022,953.382,2793.544
2023,2219.593,2793.42
2024,2047.65,2798.35
2025,2214.473,2817.708
2026,361.047,2803.514
2027,2259.357,2804.801
2028,325.5,2794.5
2029,1165.169,2801.675
2030,334.985,2812.081
2031,649.5,2798.5
2032,2229.932,2811.578
2033,2031.261,2811.858
2034,2403.879,2815.458
2035,2246.988,2819.461
2036,978.438,2820.198
2037,1145.124,2829.465
2038,2055.981,2817.79
2039,1189.348,2827.383
2040,1159.514,2815.529
2041,366.461,2824.707
2042,617.088,2832.595
2043,1169.74,2820.02
2044,2022.646,2833.857
2045,2387.127,2832.485
2046,2420.203,2836.671
2047,1366.542,2834.656
2048,2244.936,2843.628
2049,1162.082,2831.855
2050,1172.736,2829.536
2051,2035.128,2828.523
2052,2238.038,2832.438
2053,2050.044,2852.399
2054,2052.016,2835.952
2055,2039.237,2841.988
2056,2401.348,2842.736
2057,2127.5,2833.5
2058,1173.136,2840.118
2059,1171.703,2847.31
2060,605.13,2856.747
2061,2382.236,2862.879
2062,1363.174,2855.738
2063,631.391,2859.396
2064,645.407,2881.7
2065,1347.274,2862.955
2066,1168.408,2858.366
2067,1388.836,2868.102
2068,1376.616,2858.679
2069,1544.55,2857.9
2070,1743.256,2861.622
2071,2396.184,2859.158
2072,2422.481,2868.177
2073,1017.5,2855.5
2074,1529.325,2874.703
2075,1554.295,2859.386
2076,2595.556,2873.025
2077,1568.404,2877.546
2078,2575.385,2874.644
2079,1358.5,2864.029
2080,1542.939,2877.533
2081,1718.686,2879.793
2082,1738.357,2869.812
2083,851.347,2877.086
2084,1942.377,2878.362
2085,2403.245,2874.186
2086,610.294,2879.436
2087,1379.833,2868.833
2088,1371.155,2871.879
2089,245.5,2870.5
2090,1746.419,2878.247
2091,1359.5,2874.5
2092,1552.512,2879.053
2093,1731.768,2879.697
2094,2681.893,2883.365
2095,1907.748,2890.518
2096,1366.03,2883.03
2097,1932.324,2888.569
2098,1744.271,2906.68
2099,874.974,2899.205
2100,1559.5,2886.769
2101,2671.021,2888.859
2102,1731.309,2893.379
2103,1077.65,2895.567
2104,1746.674,2892.583
2105,2409.287,2892.737
2106,2404.5,2885.5
2107,277.5,2886.5
2108,2567.202,2894.645
2109,1550.598,2894.425
2110,1966.827,2909.944
2111,2588.5,2889.5
2112,856.953,2895.367
2113,2694.023,2896.885
2114,2681.5,2891.5
2115,845.021,2910.362
2116,2592.111,2916.088
2117,1924.137,2901.196
2118,2666.333,2903.911
2119,2573.583,2913.636
2120,831.5,2898.5
2121,1943.274,2903.613
2122,1548.678,2906.941
2123,1923.698,2919.692
2124,2696.67,2922.405
2125,859.231,2909.205
2126,1913.766,2923.605
2127,1062.574,2920.998
2128,2673.069,2918.561
2129,1099.586,2921.173
2130,1081.816,2913
2131,1940.227,2936.211
2132,1938.483,2920.994
2133,2683.713,2930.644
2134,1478.5,2912.5
2135,868.778,2935.197
2136,1081.587,2919.804
2137,1082.794,2926
2138,450.631,2937.614
2139,2126.994,2944.936
2140,1079.373,2945.686
2141,2149.31,2941.56
2142,1282.677,2942.649
2143,2310.203,2946.334
2144,2541.5,2935.5
2145,476.576,2951.511
2146,2344.155,2963.797
2147,1260.757,2963.013
2148,2133.343,2952.457
2149,2162.14,2953.678
2150,447.907,2962.07
2151,2319.376,2957.538
2152,755.359,2959.357
2153,1277.435,2955.175
2154,2140.5,2954.5
2155,1489.329,2968.032
2156,1300.298,2970.24
2157,1460.05,2978.935
2158,2128.83,2964.027
2159,1524.5,2959.5
2160,1285.786,2961.071
2161,2155.326,2971.06
2162,1272.278,2964.456
2163,2167.912,2979.074
2164,1283.412,2966.588
2165,2141.737,2975.531
2166,463.797,2978.317
2167,985.137,2981.66
2168,2508.924,2994.704
2169,738.739,2979.224
2170,1485.644,2987.203
2171,2132.851,2988.197
2172,1272.846,2972.615
2173,1284.405,2974.395
2174,772.397,2982.112
2175,1477.132,2976.833
2176,1648.502,2983.887
2177,2124.5,2972.5
2178,2313.372,2978.528
2179,2452.863,2992.663
2180,1466.603,2977.362
2181,2479.721,2990.08
2182,1271.833,2979.389
2183,2341.748,2993.345
2184,2448.5,2979.5
2185,1279.868,2983.132
2186,1285.056,2996.378
2187,1468.758,2985.113
2188,967.391,3004.449
2189,1619.749,3002.611
2190,1497.256,3004.522
2191,2322.122,2999.077
2192,1466.339,2992.5
2193,1645.364,2996
2194,749.304,3005.025
2195,1474.385,2995.91
2196,2309.916,3003.49
2197,996.693,3013.491
2198,1642.551,3003.297
2199,2653.533,3009.931
2200,1483.444,3004.972
2201,1636,3000
2202,1473.611,3006.211
2203,1661.565,3018.91
2204,2644.065,3014.513
2205,1632.22,3006.02
2206,2478.186,3009.664
2207,1475.5,3020.822
2208,1647.579,3011.816
2209,1626.672,3014.19
2210,1807.817,3021.151
2211,2446.925,3023.292
2212,2635.849,3024.338
2213,1838.291,3018.349
2214,1636.289,3014.43
2215,2508.549,3036.267
2216,1846.5,3012.5
2217,2662.005,3038.901
2218,2484.287,3027.159
2219,1651.833,3016.833
2220,1645.315,3020.093
2221,2466.644,3033.65
2222,1163.447,3031.413
2223,1818.888,3023.455
2224,1635.211,3025.342
2225,979.971,3047.257
2226,611.212,3043.95
2227,1632.757,3041.343
2228,2630.03,3043.583
2229,1826.814,3030.157
2230,1839.981,3031.589
2231,1811.798,3033.16
2232,597.5,3031.5
2233,1845.569,3048.79
2234,1823.415,3038.394
2235,1834.617,3040.335
2236,1145.726,3058.46
2237,2016.698,3045.403
2238,1818.03,3048.269
2239,2476.123,3062.408
2240,1165.167,3046.167
2241,1174.588,3055.84
2242,2042.154,3067.622
2243,2641.811,3061.667
2244,1193.863,3067.629
2245,2010.077,3056.458
2246,1660.5,3054.5
2247,2027.629,3066.098
2248,631.881,3070.796
2249,602.379,3069.646
2250,1395.453,3070.72
2251,1992.698,3076.111
2252,2014.254,3064.009
2253,1174.518,3067.491
2254,2004.245,3068.223
2255,1163.161,3070.656
2256,822.519,3084.351
2257,1366.797,3090.116
2258,1328,3070.5
2259,1322,3071.5
2260,1016.5,3072.5
2261,2016.435,3074.177
2262,2222.264,3086.108
2263,2263.012,3092.78
2264,2361.296,3081.383
2265,2004.167,3078.5
2266,1171.095,3089.658
2267,615.86,3094.888
2268,1382.899,3088.051
2269,2015.534,3088.901
2270,2371.429,3093.824
2271,2389.396,3096.442
2272,2412.375,3103.676
2273,1395.158,3091.395
2274,1408.685,3104.133
2275,2348.554,3106.666
2276,2238.509,3095.509
2277,1575.829,3108.414
2278,1688.5,3094.5
2279,1387.2,3098.2
2280,1400.5,3096.5
2281,2226.649,3104.533
2282,804.198,3115.233
2283,1394.673,3101.654
2284,2247.906,3106.609
2285,440.257,3111.712
2286,839.203,3113.623
2287,1376,3100
2288,1380.792,3106.285
2289,2208.572,3124.96
