,,Y
2290,965.5,3104.5
2291,2215.085,3112.212
2292,1400.5,3107.5
2293,1936.5,3106.5
2294,1393.652,3111.283
2295,2377.272,3116.534
2296,2253.147,3124.91
2297,413.341,3125.088
2298,1385.389,3113.389
2299,1380.3,3128.734
2300,1576.904,3123.52
2301,1732.181,3136.288
2302,2226.871,3124.247
2303,2344.334,3139.702
2304,1554.069,3137.072
2305,2408.194,3137.981
2306,1566.595,3130.881
2307,2249.756,3147.595
2308,2383.016,3138.01
2309,448.71,3138.473
2310,2366.467,3147.45
2311,812.566,3141.103
2312,2237.905,3137.849
2313,1593.472,3144.709
2314,2596.542,3149.115
2315,1576.171,3142.6
2316,1926.716,3148.753
2317,2571.543,3147.052
2318,1900.564,3143.655
2319,1566.741,3144.97
2320,422.055,3149.691
2321,1584.75,3145.938
2322,1745.944,3153.5
2323,1081.03,3157.317
2324,1883.916,3166.443
2325,2543.403,3165.294
2326,1772.923,3171.894
2327,1906,3156.778
2328,1917.83,3158.398
2329,1581.722,3158.125
2330,1751.211,3164.589
2331,825.5,3154.5
2332,1569.409,3159.375
2333,1893.396,3157.354
2334,1573.543,3172.367
2335,1731.465,3182.889
2336,1047.506,3166.755
2337,2566.774,3164.482
2338,1293.14,3173.35
2339,1420.5,3160.5
2340,2599.894,3179.04
2341,1065.25,3166.262
2342,1895.5,3167.1
2343,1077.5,3164.5
2344,1057.5,3167
2345,1074.549,3174
2346,1756.781,3186.552
2347,1918.13,3173.903
2348,1903.198,3179.198
2349,2721.5,3170.5
2350,1058.907,3177.019
2351,1083.516,3177.385
2352,2570.075,3184.532
2353,1753.465,3180.731
2354,1739.513,3178.447
2355,685.209,3190.989
2356,1089.69,3190.43
2357,1272.967,3202.514
2358,2692.5,3178.5
2359,1056.645,3198.44
2360,1103.5,3181.5
2361,2560.421,3201.247
2362,2689.93,3189.715
2363,1317.616,3205.939
2364,1061.357,3189.1
2365,1070.656,3188.633
2366,1079.75,3186.125
2367,1294.387,3193.942
2368,2225.5,3187.5
2369,2706.044,3197.663
2370,2679.376,3196.081
2371,2537.5,3191.5
2372,2608,3192
2373,1755.105,3209.506
2374,668.398,3212.095
2375,1286.27,3202.795
2376,968.137,3213.574
2377,2324.673,3220.345
2378,1305.917,3204.417
2379,2677.846,3207.592
2380,1297.726,3213.544
2381,2711.589,3216.561
2382,700.604,3218.784
2383,177.5,3207.5
2384,1467.379,3217.647
2385,2699.163,3226.543
2386,2581.5,3213.5
2387,2681.84,3222.117
2388,1327.5,3215.5
2389,2722.92,3237.273
2390,945.359,3234.104
2391,687.06,3240.383
2392,1294.853,3236.611
2393,1475.946,3231.5
2394,2291.285,3251.771
2395,2689.606,3243.101
2396,986.072,3245.785
2397,2106.087,3248.713
2398,1494.76,3248.496
2399,1453.279,3249.12
2400,1466.549,3237.566
2401,2314.869,3237.671
2402,2135.079,3252.224
2403,1485.812,3238.688
2404,2708.632,3250.293
2405,1479.391,3245.636
2406,1464.567,3246.217
2407,2320.091,3248.809
2408,1169.578,3256.65
2409,495.595,3261.523
2410,1647.465,3256.909
2411,2303.944,3252.549
2412,961.521,3271.255
2413,2119.385,3253.769
2414,1473.648,3255.315
2415,2160.5,3249.5
2416,2481.385,3261.169
2417,2330.958,3260.397
2418,2129.646,3261.125
2419,2116.141,3262.936
2420,1474.47,3265.518
2421,2298.686,3272.129
2422,2309.809,3271.791
2423,2516.866,3280.077
2424,2719.5,3262.5
2425,2107.556,3268.511
2426,1129.5,3264.5
2427,1657.459,3271.005
2428,2324.508,3281.352
2429,1477.933,3278.179
2430,1151.063,3283.994
2431,1175.716,3276.446
2432,1630.098,3287.794
2433,2133.095,3274.175
2434,2490.178,3280.123
2435,1810.853,3283.783
2436,1167.315,3273.648
2437,1848.663,3284.986
2438,2105.579,3287.412
2439,2461.893,3291.895
2440,1196.176,3290.736
2441,481.88,3284.664
2442,2115.862,3278.833
2443,1675.551,3291.497
2444,510.666,3291.856
2445,1646.833,3277.167
2446,1160.75,3279.875
2447,1660.5,3278.75
2448,1653.133,3285.99
2449,2126.807,3285.927
2450,1181.6,3283
2451,1424.5,3280.5
2452,1643.841,3283.817
2453,1662.833,3285.91
2454,2299.241,3298.925
2455,829.551,3300.643
2456,1165.227,3286.295
2457,1823.963,3293.354
2458,1186.024,3288.071
2459,1181.294,3292.794
2460,321.985,3299.301
2461,1168.622,3292.646
2462,1643.019,3295.5
2463,1848.406,3302.008
2464,1666.5,3293.5
2465,2485.441,3300.863
2466,493.405,3311.584
2467,1659.4,3297
2468,1172.77,3303.378
2469,1834.966,3303.459
2470,2519.504,3319.101
2471,1167.136,3318.035
2472,1651.693,3307.228
2473,306.908,3316.791
2474,1848.521,3340.834
2475,2533.5,3304.5
2476,1820.333,3308.778
2477,2494.728,3321
2478,2626.5,3306.5
2479,2643.116,3318.702
2480,806.417,3321.52
2481,2718.5,3308.5
2482,1812.856,3327.916
2483,1653.681,3324.842
2484,1853.312,3313.771
2485,336.875,3326.529
2486,693.5,3311.5
2487,2472.084,3328.234
2488,1828.188,3321.139
2489,1844.171,3324.545
2490,2623.368,3324.891
2491,2737.053,3327.613
2492,1044.5,3318.5
2493,842.921,3334.484
2494,1146.5,3320.5
2495,1192.5,3321.5
2496,2654.701,3347.973
2497,310.967,3342.362
2498,2728.884,3339.366
2499,1381.433,3336.311
2500,1359.482,3346.676
2501,2024.874,3346.631
2502,2618.946,3339.597
2503,2719.56,3347.334
2504,810.655,3355.259
2505,2748.933,3342.481
2506,1993.63,3352.226
2507,1394.48,3361.326
2508,2616.269,3351.378
2509,2708.224,3352.382
2510,1374.5,3344
2511,1381.812,3344.438
2512,1371.091,3350.568
2513,1551.001,3359.583
2514,2013.065,3351.865
2515,1383.048,3351.29
2516,2637.415,3365.814
2517,1048.612,3363.105
2518,2737.165,3358.408
2519,2755.811,3357.3
2520,2005.008,3360.325
2521,2022.568,3360.743
2522,2717.5,3354.5
2523,637.5,3356.5
2524,1368.214,3360.357
2525,1377.768,3363.634
2526,1386.705,3360.962
2527,1951,3356.5
2528,648.416,3374.127
2529,1997.24,3366.89
2530,2749.552,3367.357
2531,2709.483,3368.35
2532,1022.823,3383.315
2533,1370.7,3367.9
2534,2025.667,3373.643
2535,2760.388,3382.204
2536,2716.519,3384.1
2537,2729.902,3385.63
2538,1995.267,3386.784
2539,1376.5,3372.5
2540,1553.457,3377.564
2541,1532,3388.472
2542,1570.807,3393.948
2543,1049.18,3376.9
2544,2255.262,3383.662
2545,1040,3378
2546,2002.243,3377.871
2547,2741.145,3391.95
2548,2750,3387.444
2549,2217.483,3390.819
2550,2021.278,3385.245
2551,1542.25,3382.688
2552,1048.377,3385.735
2553,2242.856,3387.87
2554,635.352,3397.298
2555,1039.5,3384.5
2556,1035.812,3387.875
2557,1064.306,3400.702
2558,1547.054,3392.277
2559,1554.3,3385.9
2560,1560.115,3392.531
2561,663.846,3401.942
2562,2208.5,3390.5
2563,1042,3392
2564,1056.318,3394.227
2565,2300.5,3392.5
2566,1034.393,3395.571
2567,1048.995,3399.257
2568,2235.333,3399.491
2569,2221.446,3408.138
2570,2254.747,3400.606
2571,2400.862,3410.179
2572,1555.5,3400.53
2573,1037.917,3400.417
2574,1548.603,3408.899
2575,2262.811,3411.988
2576,1032.148,3418.36
2577,1745.754,3415.478
2578,1050.3,3407.9
2579,1718.819,3418.247
2580,1543.631,3418.616
2581,2238.638,3416.734
2582,642.171,3428.569
2583,1265.64,3415.445
2584,1236.5,3415.5
2585,1242.298,3430.585
2586,2199.5,3415.5
2587,1282.521,3433.662
2588,2250.223,3426.967
2589,1735.115,3419.115
2590,2192.5,3417.5
2591,1090.5,3418.5
2592,2228.27,3434.693
2593,1742.5,3422.214
2594,2393.347,3426.744
2595,2179.5,3421.5
2596,470.927,3435.319
2597,1268.646,3436.621
2598,1738.717,3428.536
2599,2415.167,3425.833
2600,1725.658,3428.658
2601,1745.5,3426.5
2602,2114.5,3426.5
2603,1261.85,3433.158
2604,1714.003,3449.771
2605,2406.57,3438.29
2606,2427.31,3445.049
2607,929.939,3446.388
2608,2113.5,3430.5
2609,1721.753,3439.377
2610,1738.211,3438.613
2611,1749.72,3455.289
2612,2365.542,3444.323
2613,1251.5,3434.5
2614,1749.071,3437.5
2615,2387.332,3451.755
2616,1255.818,3445.708
2617,2299.5,3438.5
2618,2600.854,3454.379
2619,2705.5,3443.526
2620,453.355,3457.301
2621,895.986,3456.293
2622,2438.5,3441.5
2623,1733.206,3444.088
2624,404.5,3443.5
2625,2576.5,3444.5
2626,496.5,3445.5
2627,1448.253,3455.311
2628,2579.987,3459.921
2629,2698.009,3454.117
2630,1248.05,3451.55
2631,1738.287,3452.223
2632,1836.5,3447.5
2633,482.778,3460.854
2634,635.5,3448.5
2635,846.5,3448.5
2636,836,3449.5
2637,842.5,3449.5
2638,1197.5,3451.5
2639,2618.834,3487.759
2640,2716.335,3466.196
2641,1888.422,3462.539
2642,2419.851,3476.719
2643,987.5,3456.5
2644,1914.056,3486.525
2645,2376.915,3473.147
2646,1424.839,3474.231
2647,2399.214,3471.036
2648,1142.303,3475.996
2649,2690.782,3469.508
2650,1453.437,3469.146
2651,931.127,3483.03
2652,1437.824,3472.957
2653,1866.834,3483.33
2654,461.417,3487.368
2655,2571.828,3475.33
2656,1890.59,3473.436
2657,1469.313,3494.034
2658,897.825,3487.927
2659,1110.381,3486.029
2660,1445,3478.643
2661,1882.5,3475.5
2662,2150.054,3488.89
2663,2715.966,3496.872
2664,1454.881,3481.974
2665,1876.261,3484.303
2666,1902.7,3479.267
2667,2690.903,3483.337
2668,2729.575,3498.39
2669,1136.232,3486.528
2670,1885.02,3482.14
2671,2578.882,3490.893
2672,2596.983,3503.281
2673,1431.5,3481.5
2674,1439.491,3488.491
2675,1896.411,3490.684
2676,2704.571,3499.058
2677,1128.682,3492.338
2678,2385.671,3494.244
2679,262.985,3502.542
2680,1453.852,3492.902
2681,792.303,3507.332
2682,1072.5,3488.5
2683,1117.891,3496.428
2684,2692.403,3496.969
2685,2126.024,3497.916
2686,1433.512,3513.497
2687,1884.933,3499.94
2688,1108.022,3518.2
2689,1432,3493.5
2690,1435.382,3502.51
2691,2144.953,3503.421
2692,1143.39,3509
2693,1136.688,3501.062
2694,1451.657,3502.59
2695,1128.784,3505.649
2696,1900.93,3520.499
2697,2131.786,3511.429
2698,841.5,3506.5
2699,1116,3508.69
2700,1443.533,3509.767
2701,1204,3507.5
2702,1455.5,3509
2703,763.946,3528.957
2704,1127.483,3513.534
2705,1609.511,3525.547
2706,2149.2,3517.156
2707,1645.216,3528.186
2708,2119.529,3519.843
2709,1650.5,3516.5
2710,245.016,3529.064
2711,270.2,3534.624
2712,950.5,3519.5
2713,2153.167,3528.922
2714,2300.384,3539.129
2715,1624.768,3529.393
2716,2127.908,3533.359
2717,2118.217,3543.328
2718,2327.856,3535.41
2719,793.101,3544.828
2720,1636.033,3532.967
2721,2141.714,3542.309
2722,355.5,3535.5
2723,1622.5,3541.935
2724,1632.929,3541.786
2725,1641.605,3544.079
2726,759.563,3564.324
2727,1787.507,3557.8
2728,2321.026,3552.763
2729,771.5,3544.5
2730,2338.597,3548.879
2731,246.134,3560.432
2732,607.153,3560.801
2733,1611.785,3561.013
2734,2351.128,3563.996
2735,1622.738,3551.738
2736,1630.54,3552.86
2737,1640.106,3551.652
2738,2302.288,3566.77
2739,1326.5,3556.5
2740,1643.044,3560.711
2741,1642.627,3577.355
2742,1623.9,3559.6
2743,1632.538,3565.038
2744,1603.5,3562.5
2745,1826.312,3582.929
2746,2318.593,3573.549
2747,2476.211,3572.872
2748,1798.906,3571.574
2749,231.5,3566.5
2750,2330.165,3585.635
2751,2517.239,3585.514
2752,1027.391,3583.03
2753,1329.718,3575.88
2754,584.815,3585.176
2755,616.912,3593.173
2756,2489.69,3586.868
2757,1813.24,3585.37
2758,1326.637,3584.587
2759,2458.432,3604.397
2760,1785.226,3593.429
2761,1305.059,3598.23
2762,1797.028,3590.466
2763,1348.779,3611.404
2764,998.307,3600.423
2765,1316.906,3596.975
2766,1340.897,3597.676
2767,431.484,3604.499
2768,2672.505,3612.203
2769,1332.688,3600.25
2770,1807.7,3597.233
2771,1323.133,3599.667
2772,1816.7,3601.533
2773,2655.252,3609.119
2774,592.079,3616.891
2775,2485.86,3603.407
2776,1016.53,3603.288
2777,1032.671,3612.055
2778,1803.823,3607.146
2779,2524.08,3621.568
2780,1816.912,3617.065
2781,2019.756,3616.949
2782,977.5,3605.5
2783,2643.941,3618.883
2784,1009,3612.014
2785,1326.214,3615.789
2786,2490.75,3619.687
2787,1017.9,3610.3
2788,408.02,3621.097
2789,1531.309,3620.346
2790,960.5,3614.5
2791,1388.5,3614.9
2792,1004.881,3619.91
2793,1392.5,3616.5
2794,434.301,3632.79
2795,999.176,3633.82
2796,2041.099,3635.23
2797,2341.5,3624.5
2798,883.124,3641.765
2799,1016.5,3625.5
2800,1507.138,3640.158
2801,2641.556,3632.02
2802,1529.061,3635.153
2803,2017.952,3636.113
2804,405.235,3648.018
2805,1546.214,3651.486
2806,2490.917,3639.909
2807,2665.5,3631.5
2808,2669.417,3633.5
2809,1518.403,3639.586
2810,2249.773,3649.318
2811,2646.169,3646.056
2812,2033.648,3646.352
2813,2216.846,3649.773
2814,2667.286,3652.566
2815,848.365,3657.841
2816,1188.176,3664.261
2817,1528.042,3648.25
2818,1540.209,3648.718
2819,2021.826,3652.311
2820,1185.5,3645.5
2821,2010.866,3670.703
2822,1231.931,3662.165
2823,1202.41,3661.135
2824,1324.5,3648.5
2825,1515.792,3652.354
2826,2011.22,3653
2827,2234.876,3656.588
2828,1218.517,3654.867
2829,1711.057,3667.648
2830,2043.075,3653.875
2831,871.208,3662.031
2832,1207.559,3658.971
2833,1555.5,3653.5
2834,1532.849,3662.123
2835,1519.543,3661.823
2836,1520.839,3675.685
2837,2220.831,3668.075
2838,887.902,3681.84
2839,1218.071,3662.843
2840,2041.728,3668.856
2841,859.642,3669.406
2842,2013.3,3662.9
2843,2017.5,3663.5
2844,2029.217,3672.887
2845,2244.843,3670.388
2846,2206.851,3675.831
2847,1224.5,3667
2848,660.063,3692.372
2849,1218.298,3675.962
2850,1251.5,3670.5
2851,1203.457,3678.117
2852,1746.834,3691.319
2853,869.856,3681.893
2854,851.752,3680.888
2855,847.155,3694.577
2856,1722.392,3684.668
2857,2250.889,3687.75
2858,2409.137,3693.956
2859,2220.168,3690.627
2860,1209.402,3686.378
2861,1736,3685.5
2862,1207.548,3697.372
2863,2207.061,3702.366
2864,858.045,3688.045
2865,1702.574,3708.383
2866,701.059,3707.156
2867,1734.401,3696.046
2868,2236.979,3703.993
2869,2430.555,3698.18
2870,1713.184,3701.026
2871,1722.515,3704.353
2872,1098.793,3717.764
2873,1739.5,3703.5
2874,1729.5,3705
2875,2442.237,3713.114
2876,1875.5,3705.5
2877,1734.083,3710.028
2878,1923.5,3707.5
2879,672.291,3718.054
2880,2422.552,3720.483
2881,2582.924,3721.63
2882,2611.577,3723.835
2883,498.033,3733.196
2884,1716.28,3714.134
2885,1419.048,3720.023
2886,2747.267,3727.54
2887,1733.887,3718.807
2888,2247.5,3714.5
2889,2459.25,3736.06
2890,1950.134,3725.266
2891,2405.408,3734.975
2892,449.332,3747.685
2893,1067.857,3733.446
2894,1721.472,3722.472
2895,1727.551,3734.7
2896,1923.66,3733.059
2897,656.956,3742.395
2898,693.157,3737.159
2899,983.5,3723.5
2900,1086.086,3732.141
2901,2755.5,3725.5
2902,1940.931,3731.192
2903,2758.5,3726.5
2904,2734.136,3741.536
2905,992.5,3729
2906,1412.905,3749.75
2907,1425.045,3734.776
2908,1445.971,3753.594
2909,1401.657,3752.072
2910,2420.589,3740.453
2911,2584.858,3739.461
2912,1605.5,3736.5
2913,1947.598,3743.196
2914,259.243,3750.577
2915,581.5,3737.5
2916,1073.5,3741.55
2917,1933.05,3743.037
2918,1965.036,3766.879
2919,220.234,3763.313
2920,545.5,3738.5
2921,1079.915,3742.768
2922,2442.354,3757.888
2923,1419.37,3744.136
2924,1434.716,3745.789
2925,1104.322,3757.875
2926,2609.813,3765.167
2927,1093.5,3742.786
2928,2122.473,3751.503
2929,1088.871,3746.557
2930,2161.39,3761.956
2931,508.176,3759.944
2932,2588.694,3756.907
2933,1922.409,3749.614
2934,2723.755,3752.882
2935,1075.022,3750.5
2936,2759.117,3761.117
2937,1071.754,3767.051
2938,1430.57,3756.737
2939,1738.5,3749.5
2940,1418.552,3754.19
2941,1094.367,3753.433
2942,1926.228,3769.205
2943,1951.038,3756.317
2944,1087.176,3757.108
2945,1932.796,3758.643
2946,2143.814,3759.39
2947,2131.163,3762.196
2948,1077.794,3757.382
2949,2746.328,3769.53
2950,2721.981,3764.555
2951,2109.963,3787.334
2952,2292.5,3761.5
2953,1942.5,3763
2954,246.092,3779.949
2955,477.109,3777.065
2956,2120.348,3769.581
2957,1090.8,3765.1
2958,1431.857,3768.018
2959,2151.349,3773.776
2960,275.126,3777.016
2961,1948.889,3769.827
2962,489.5,3769.5
2963,954.769,3787.035
2964,1301.341,3778.181
2965,1424.527,3781.905
2966,2725.977,3776.733
2967,2769.5,3772.5
2968,288.842,3794.544
2969,2127.611,3783.735
2970,506.102,3789.248
2971,1628.379,3784.736
2972,327,3776.5
2973,1124.5,3776.5
2974,2736.422,3788.662
2975,1554.5,3779.5
2976,2157.324,3794.48
2977,2764.929,3794.914
2978,1090.5,3782.5
2979,1571.5,3782.5
2980,1316,3783.5
2981,1574.5,3783.5
2982,2751.366,3794.67
2983,474.75,3804.539
2984,1301.3,3786.1
2985,1314.654,3789.596
2986,1326.929,3789.143
2987,1305.5,3788
2988,1321.5,3787.5
2989,1582.5,3787.5
2990,1302.192,3792.679
2991,1413.5,3789.5
2992,1627.848,3795.14
2993,2133.915,3799.104
2994,2311.726,3803.017
2995,241.057,3804.774
2996,1609.121,3810.679
2997,535.5,3791.5
2998,1292.97,3812.447
2999,1598.5,3793.5
3000,2336.342,3797
3001,924.249,3808.8
3002,1322.165,3807.705
3003,455.5,3796.5
3004,946.892,3805.08
3005,1322.778,3803.232
3006,1650.743,3818.924
3007,455.5,3801.5
3008,1625.5,3802.5
3009,1305.875,3806.542
3010,2336.37,3807.148
3011,1634.879,3808.914
3012,2106.5,3804.5
3013,1621.085,3808.476
3014,2349.836,3821.434
3015,935.267,3816.494
3016,965.498,3826.335
3017,2323.783,3817.871
3018,794.003,3827.319
3019,954.5,3814.5
3020,1309.669,3819.232
3021,1628.361,3817.472
3022,947.797,3824.331
3023,1322.929,3822.036
3024,1582.5,3816.5
3025,1410,3817.5
3026,1638.552,3821.864
3027,123,3818.5
3028,1621.367,3822.522
3029,357.5,3819.5
3030,360.5,3819.5
3031,1550.5,3819.5
3032,2786.564,3829.952
3033,2306.361,3834.864
3034,2545.623,3835.838
3035,144.5,3821.5
3036,1631.204,3827.389
3037,904.5,3824.5
3038,922.293,3845.741
3039,925.938,3828.5
3040,938.5,3826
3041,1314.075,3837.781
3042,2320.087,3835.436
3043,2806.37,3838.292
3044,763.996,3852.811
3045,935.218,3834.534
3046,1630.258,3841.707
3047,2339.866,3847.454
3048,1835.159,3839.51
3049,947.345,3837.966
3050,1179.5,3841.5
3051,798.789,3861.835
3052,2503.586,3851.328
3053,2788.685,3848.175
3054,1818.409,3866.788
3055,1831.116,3853.752
3056,1856.694,3864.462
3057,2545.649,3867.985
3058,2514.28,3861.215
3059,2811.809,3858.371
3060,2575.075,3875.798
3061,541.5,3853.5
3062,2786.572,3864.036
3063,2695.714,3870.565
3064,2716.168,3868.954
3065,1839.389,3861.167
3066,2893.743,3869.643
3067,2807.131,3875.619
3068,1849.793,3867.345
3069,2490.973,3884.268
3070,2706.5,3863.5
3071,1831,3866.786
3072,1838.605,3870.316
3073,2023.665,3874.921
3074,763.439,3887.683
3075,1181.129,3879.414
3076,2824.077,3884.71
3077,1830.942,3878.231
3078,2510.538,3882.327
3079,2047.147,3895.628
3080,2915.103,3886.181
3081,600.319,3893.928
3082,1844.806,3881.041
3083,2885.253,3883.08
3084,2035.833,3878.833
3085,2787.308,3881.8
3086,2690.66,3889.91
3087,1150.782,3898.312
3088,2025.375,3883.75
3089,2012.643,3886.119
3090,968.5,3884.5
3091,1835.438,3889.537
3092,2875.214,3893.379
3093,1171.01,3892.748
3094,2791.195,3897.06
3095,1837.906,3901.139
3096,1184.806,3897.768
3097,2038.67,3892.387
3098,2550.412,3901.299
3099,2012.403,3891.984
3100,2900.037,3899.723
3101,2025.438,3894.475
3102,2522.172,3900.258
3103,1510.138,3900.319
3104,568.027,3907.319
3105,2722.199,3908.385
3106,2807.084,3902.719
3107,2058.5,3895.5
3108,2014.951,3900.422
3109,2820.626,3905.653
3110,2927.444,3912.893
3111,1171.765,3906.163
3112,2695.186,3905.898
3113,1195.579,3916.39
3114,1489.467,3920.742
3115,2025.347,3918.814
3116,2035.799,3911.294
3117,2554.538,3927.789
3118,2876.806,3911.143
3119,331.012,3918.361
3120,2007.462,3916.995
3121,1160.985,3909.561
3122,1506.662,3910.969
3123,2220.289,3929.607
3124,2706.746,3921.443
3125,2895.979,3918.255
3126,2526.278,3919.171
3127,1178.121,3913.431
3128,2511.159,3928.043
3129,2909.927,3920.647
3130,1155.25,3914.25
3131,589.197,3928.13
3132,1528.926,3928.837
3133,1168.625,3919.55
3134,2044.5,3915.5
3135,1159.489,3931.611
3136,1502.574,3921.074
3137,2184.843,3937.352
3138,557.206,3938.002
3139,1514.672,3922.016
3140,1181.5,3920
3141,2882.801,3927.295
3142,1179.5,3922.5
3143,2202.122,3926.473
3144,1755.977,3951.567
3145,844.5,3925.5
3146,1013.242,3942.998
3147,305.931,3940.498
3148,1729.43,3935.496
3149,1511.611,3929.611
3150,2442.81,3939.39
3151,1503.929,3933.849
3152,2924.732,3937.47
3153,1519.039,3935
3154,337.94,3946.455
3155,2889.961,3941.2
3156,2202.37,3936.304
3157,1503.649,3957.282
3158,1715.354,3956.006
3159,2207.728,3946.833
3160,2906.794,3950.63
3161,2395.598,3953.278
3162,1500.008,3945.839
3163,1506.682,3945.5
3164,1515.395,3945.802
3165,2420.35,3947.559
3166,1734.007,3946.94
3167,2195.5,3952.577
3168,1746.815,3948.981
3169,2217.3,3952.757
3170,2929.177,3955.061
3171,1383.708,3955.546
3172,592.5,3950.5
3173,981.821,3970.125
3174,1354.94,3971.598
3175,316.457,3967.427
3176,2431.691,3964.316
3177,617.5,3956.5
3178,1004.079,3962.676
3179,1744.895,3958.342
3180,605.5,3957.5
3181,2192.529,3974.431
3182,2411.865,3969.887
3183,1370.917,3960.583
3184,608.5,3959.5
3185,1377.333,3961.778
3186,1015.966,3968.974
3187,1723.92,3963.12
3188,2229.726,3973.636
3189,2616.113,3970.309
3190,2204.095,3969.219
3191,2450.083,3979.639
3192,2650.57,3978.167
3193,857.876,3981.332
3194,993.5,3964.5
3195,1030.326,3984.224
3196,1368.55,3967.45
3197,1740.656,3968.375
3198,1039.5,3965.5
3199,1396.777,3979.525
3200,2706.5,3965.5
3201,1374.167,3966.833
3202,1387.014,3969.614
3203,997.463,3976.698
3204,1109.5,3969.5
3205,1378.686,3973.653
3206,1731.776,3973.207
3207,2188.883,3990.43
3208,2397.322,3990.773
3209,1363.5,3972.5
3210,1906.583,3984.857
3211,1370.73,3980.743
3212,1948.608,3999.459
3213,1735.432,3991.632
3214,2797.76,3984.733
3215,1011.425,3981.463
3216,1383.991,3985.745
3217,2217.346,3987.154
3218,2617.677,3986.318
3219,2774.155,3987.09
3220,2416.966,3994.016
3221,820.843,3996.232
3222,994.216,3991.463
3223,1915.806,3994.298
3224,1010.649,3994.71
3225,2878.058,3996.458
3226,2898.403,3998.464
3227,1373.142,4005.986
3228,2440.837,4008.992
3229,2621.025,4005.574
3230,2760.422,4004.326
3231,2652.273,4010.701
3232,2783.905,4013.226
3233,1000.955,4011.973
3234,1931.079,4001.658
3235,2189.077,4014.124
3236,831.342,3998.658
3237,842.091,3999.773
3238,2801.026,4014.615
3239,2920.28,4012.595
3240,853.852,4014.425
3241,2861.669,4006.551
3242,1922.852,4009.056
3243,1909.875,4035.157
3244,1938.48,4011.12
3245,2096.224,4021.376
3246,2127.178,4017.489
3247,829.071,4009.881
3248,1574.845,4015.616
3249,1914.833,4016.483
3250,2892.42,4019.459
3251,823.056,4015.741
3252,2848.761,4021.009
3253,822.61,4032.265
3254,2118.22,4015.74
3255,2873.124,4024.888
3256,837.344,4019.766
3257,2758.076,4020.738
3258,1943.985,4026.16
3259,1602.461,4023.559
3260,1239.411,4030.352
3261,1591.833,4024.695
3262,1923.595,4027.81
3263,2761.335,4035.654
3264,1569.442,4037.652
3265,2125.794,4029.324
3266,1610.801,4045.726
3267,1952.138,4046.411
3268,2815.716,4037.643
3269,2911.289,4036.829
3270,2110.312,4029.625
3271,1934.459,4039.451
3272,1587.864,4032.25
3273,1210.454,4048.561
3274,2102.988,4039.037
3275,2858.305,4039.338
3276,1598.071,4036.667
3277,2772.535,4045.93
3278,2130.573,4045.248
3279,2893.747,4045.934
3280,647.434,4046.878
3281,2799.989,4048.838
3282,1237.033,4044.827
3283,1589.115,4040.846
3284,2786.17,4054.335
3285,1579.054,4041.946
3286,2870.699,4051.861
3287,2100.17,4050.023
3288,2115.226,4047.242
3289,1598.959,4048.338
3290,2090.168,4063.489
3291,1584.525,4056.022
3292,619.792,4060.264
3293,1239.644,4057.106
3294,1222.485,4054
3295,1247.9,4066.819
3296,2912.5,4059.368
3297,1215.75,4057.875
3298,2878.308,4071.858
3299,1525.5,4057.5
3300,2102.682,4060.136
3301,2360.09,4078.577
3302,2114.546,4066.663
3303,1230.25,4064.434
3304,1579.797,4071.278
3305,1801.129,4072.421
3306,2902.256,4069.157
3307,1216.157,4064.814
3308,168.465,4091.457
3309,654.862,4077.056
3310,1217.387,4075.026
3311,1230,4072.325
3312,2922.389,4075.014
3313,621.36,4084.533
3314,2303.096,4087.374
3315,1213.36,4089.237
3316,2333.218,4083.264
3317,208.482,4093.672
3318,1224.5,4079.538
3319,2921.816,4098.92
3320,1834.033,4099.409
3321,2889.26,4087.541
3322,2936.371,4090.559
3323,1100.71,4096.949
3324,1801.405,4089.591
3325,2903.197,4094.591
3326,454.815,4097.473
3327,1820.822,4090.008
3328,2314.08,4101.183
3329,1453.595,4103.162
3330,2336.335,4098.452
3331,1812.833,4095
3332,2015.901,4107.285
3333,2500.205,4104.504
3334,1791.262,4111.683
3335,2831.906,4103.906
3336,1060.649,4111.355
3337,1823.173,4099.459
3338,2351.255,4117.898
3339,421.28,4110.012
3340,2819.012,4106.477
3341,1801.64,4103.42
3342,2523.793,4112.5
3343,1816.292,4119.073
3344,192.115,4117.416
3345,2552.152,4122.035
3346,224.831,4120.286
3347,1091.408,4111.626
3348,2300.715,4116.842
3349,1079.147,4108.265
3350,250.058,4132.817
3351,1819.711,4109.868
3352,1453.819,4117.07
3353,1802,4111
3354,456.1,4121.365
3355,1072.91,4119.71
3356,2493.047,4133.322
3357,1432.229,4126.403
3358,2818.812,4122.972
3359,1108.332,4136.149
3360,2315.548,4125.758
3361,925.277,4131.008
3362,1088.583,4120.983
3363,1471.291,4135.798
3364,2833,4121.017
3365,2333.01,4136.941
3366,2520.153,4129.522
3367,1821.195,4134.419
3368,429.648,4134.724
3369,1095.345,4129.416
3370,1447.11,4126.963
3371,2007.435,4128.487
3372,2014.5,4147.55
3373,2855.005,4135.577
3374,1082.344,4133.219
3375,1996.602,4130.745
3376,1070.974,4135.33
3377,2038.102,4142.012
3378,196.686,4140.882
3379,1686.226,4145.696
3380,2825.703,4138.128
3381,1440.919,4134.629
3382,1456.122,4134.344
3383,1065.909,4152.347
3384,2025.786,4137.405
3385,1447.461,4144.835
