Area,vx,vy,vz,Group,Row,Order
145,-0.076413139564534,-0.939817076804975,-0.333023864381583,8,16,20
145,-0.255202990179936,-0.829981489283431,0.495986049451068,9,18,5
145,0.335806767065185,-0.760643851891298,-0.555567048854769,9,18,6
145,0.444753943378532,0.873365562662109,0.198561133672082,12,24,8
146,0.208967761006345,-0.125170985492237,0.969878703370116,2,3,8
146,0.377780782856712,0.651621424747312,-0.657777469144734,8,16,14
147,-0.286275010525892,0.219771070975463,0.932602431216377,3,6,17
147,0.037047190643427,0.048315795726183,-0.998144823935272,5,10,21
147,-0.619884149771275,0.515560419124109,-0.591558192483982,8,16,20
147,-0.741512157249378,0.198249930356638,0.640981033857447,12,23,8
147,-0.308790345340017,0.157183996838139,0.938052084781427,13,25,6
148,0.122872101108525,0.941040358712732,-0.315191196011231,6,12,5
148,-0.708034055677884,0.373305967699664,-0.599441765712186,8,15,22
149,-0.43679847367806,0.550957311962197,-0.711092915017375,1,2,6
149,-0.944993981167807,0.3263805134727,0.02149734825308,3,5,6
149,-0.065975926894967,-0.720696880744901,0.690103748109601,3,5,15
149,-0.265433464980183,0.053831745870539,0.962625170461039,6,11,19
149,-0.139804999231632,-0.768625455390446,-0.624235109166148,7,14,6
149,-0.00514066714929,0.015429651903725,0.999867740945466,8,16,12
149,-0.520579281209614,0.418858039185499,-0.744012872862399,9,18,19
149,0.332270437990363,0.092413925476076,0.938645845042631,12,24,6
150,-0.733789148049103,0.677883329315918,0.045029746178922,8,16,4
150,-0.66005607853955,-0.442418723940023,0.607117489362869,9,18,7
150,0.284706495692626,-0.927078009019762,0.243861797956092,10,19,9
150,-0.591800289606393,0.769354627626716,-0.240553266806224,11,22,20
150,-0.33247376188004,0.665559319616632,-0.668200561009028,12,23,7
151,0.97780603983674,0.190867963865787,-0.086398893676484,7,13,17
151,0.417779381331527,-0.564622658381871,0.71180168739336,7,13,22
151,0.108351863050496,0.375038536993016,0.920655184932787,9,17,14
151,-0.146270559012888,-0.886914290232392,0.43816431318357,10,19,20
151,-0.580068357927151,0.146003363301118,0.80137614017168,11,21,18
151,0.106858849441184,-0.181983086104775,-0.977478052269149,11,21,19
151,-0.04727369765378,0.772505230163622,0.63324629243288,12,23,7
151,-0.1534992532457,0.322662433988334,0.933984439348824,12,23,10
152,-0.920495997515376,-0.357577888828948,0.157560058323185,2,4,2
152,0.398740975085196,-0.548721497436689,-0.734785923272177,6,11,24
152,0.233520900738839,0.335631581687348,-0.91258940947842,6,12,10
152,-0.46501504055648,0.859018520117124,0.214121914226551,8,15,23
152,0.17764021924394,0.049747568813115,-0.982837286586213,13,25,4
153,-0.455801522669559,-0.597268667324552,-0.659935686991138,9,18,19
154,-0.301552308898041,-0.314402031059171,-0.900120862920157,1,2,8
154,0.413889351129422,0.910001942057692,-0.024332498287177,3,5,6
154,-0.785796534821215,0.552929732036487,0.277114628435653,3,5,14
154,-0.486440577831832,-0.374226338872952,-0.789512641781232,5,9,16
154,-0.119594908597645,-0.677377104529998,0.725849375625602,5,10,19
154,0.979081263220597,8.39E-04,0.203467875995123,6,12,5
154,0.639619653430289,-0.674553530357465,0.368597658196573,6,12,6
154,0.20420414965112,-0.00383422464119,-0.978920815994156,7,13,16
154,0.929547561090907,-0.252046729449177,0.269098082200375,7,14,11
154,-0.6898215557413,-0.71668875709081,-0.102486324425662,9,17,4
154,-0.271636004279347,0.798043902051646,0.537903161895645,9,17,16
154,-0.577993719021106,-0.81590642578548,0.014831221598812,10,20,3
154,0.741380129810573,0.472731408949124,-0.476319764564766,10,20,6
155,-0.669799213927363,-0.051427132130008,-0.740759247733816,4,7,10
155,-0.614549013768746,0.751843324410535,-0.238874706101708,5,10,15
155,-0.017793362405259,0.065938690741193,-0.997665016585052,5,10,21
155,0.017834181689384,-0.908361524357408,0.417805317140119,7,13,22
155,-0.04446531946982,-0.998989806030699,-0.006496369077622,7,13,22
155,-0.194053022729145,0.978750291014289,0.066266825856726,7,14,11
155,0.905060824148526,-0.197534644806408,-0.376623112265827,8,15,6
155,0.134177954033631,0.031624703851497,0.990452500000709,10,19,3
155,0.61677238987295,-0.555390657182038,0.557793005518457,10,20,11
155,0.001867291097121,8.74E-04,-0.999997875061929,12,23,5
155,0.313392935642153,-0.179357449261218,0.932531915423865,13,26,10
156,-0.630735414846897,-0.164170168258612,0.758433248421937,2,4,10
156,0.676354775310303,-0.404258037768213,-0.615726933644082,4,7,11
156,0.620220562287025,0.509575059105463,-0.596372126489855,5,9,17
157,-0.258989389819112,-0.823954979882957,-0.504006633971419,6,12,17
157,0.16753711396133,0.237777800380473,0.956761743116714,7,14,6
157,-0.237010824066587,-0.945793757371437,-0.222036118216152,7,14,18
157,0.370533076829336,-0.132864976910595,0.919267173832468,9,18,5
